Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0003571	trachea connective tissue	trachea connective tissue	perichondrial fibroblasts	NA	doi: 10.1101/2021.11.26.470108.
UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	airway deuterosomal cell	31922198	doi: 10.1042/BST20191010.
UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	suprabasal cell	31922198	doi: 10.1042/BST20191010.
UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	airway deuterosomal cell	31922198	doi: 10.1042/BST20191010.
UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	suprabasal cell	31922198	doi: 10.1042/BST20191010.
UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	airway deuterosomal cell 	31922198	doi: 10.1042/BST20191010.
UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	suprabasal cell	31922198	doi: 10.1042/BST20191010.
UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	airway deuterosomal cell	31922198	doi: 10.1042/BST20191010.
UBERON:0004515	smooth muscle tissue of bronchiole	smooth muscle tissue of bronchiole	bronchiolar smooth muscle cell	28814293	doi: 10.1186/s12931-017-0640-8
UBERON:0004516	smooth muscle tissue of terminal bronchiole	smooth muscle tissue of terminal bronchiole	bronchiolar smooth muscle cell	28814293	doi: 10.1186/s12931-017-0640-8
UBERON:0004517	smooth muscle tissue of respiratory bronchiole	smooth muscle tissue of respiratory bronchiole	bronchiolar smooth muscle cell	28814293	doi: 10.1186/s12931-017-0640-8
UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar duct parenchyma	secondary crest myofibroblasts	33624948	doi: 10.1002/sctm.20-0526
UBERON:0002173	pulmonary alveolar duct	Alveolar Ducts	alveolar macrophage proliferating	NA	NA
UBERON:0002173	pulmonary alveolar duct	Alveolar Ducts	alveolar macrophage CCL3+	NA	NA
UBERON:0002173	pulmonary alveolar duct	Alveolar Ducts	alveolar macrophage MT-positive	NA	NA
UBERON:0002405	immune system	Immune System of Respiratory Tract	lung megakaryocyte	28669077	doi: 10.1007/s12015-017-9747-z
UBERON:0002405	immune system	Immune System of Respiratory Tract	migratory dendritic cell	32832599	doi: 10.1126/sciadv.aba1983
UBERON:0002405	immune system	Immune System of Respiratory Tract	CD4+ T cell resident memory	33603755	doi: 10.3389/fimmu.2020.624411
UBERON:0002405	immune system	Immune System of Respiratory Tract	CD8+ T cell resident memory	31265968	doi: 10.1016/j.coi.2019.05.011
