Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
Red Pulp	red pulp of spleen	UBERON:0001250	Arterial Capillary	Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. ; Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130–1145.	DOI: 10.1007/s00418-007-0320-8 ; DOI 10.1182/ bloodadvances.2017015073
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed Capillary	Wilkins, B., & Wright, D. (2000). Illustrated Pathology of the Spleen. Cambridge: Cambridge University Press. ; Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130–1145.	DOI: 10.1017/CBO9780511545979 ; DOI 10.1182/ bloodadvances.2017015073
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed Capillary	Steiniger BS, Ulrich C, Berthold M, Guthe M, Lobachev O (2018) Capillary networks and follicular marginal zones in human spleens. Three-dimensional models based on immunostained serial sections. PLoS ONE 13(2): e0191019. ; Steiniger, B.S., Pfeffer, H., Guthe, M. et al. Exploring human splenic red pulp vasculature in virtual reality: details of sheathed capillaries and the open capillary network. Histochem Cell Biol (2020).	DOI: 10.1371/journal.pone.0191019 ; DOI: 10.1007/s00418-020-01924-3
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed Capillary	Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346.	DOI: 10.1111/imm.12469
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed Capillary	Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346. ; Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).	DOI: 10.1111/imm.12469 ; DOI: 10.1186/s13059-019-1906-x
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed Capillary	Steiniger, B.S., Seiler, A., Lampp, K. et al. B lymphocyte compartments in the human splenic red pulp: capillary sheaths and periarteriolar regions. Histochem Cell Biol 141, 507–518 (2014). ; Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).	DOI: 10.1007/s00418-013-1172-z ; DOI: 10.1186/s13059-019-1906-x
Splenic Sinusoid	spleen venous sinus	UBERON:0009967	Ring Fiber	Galfiova, Paulina & Varga, Ivan & Kopáni, Martin & Michalka, Peter & Michalková, Jana & Jakubovský, Ján & Polák, Štefan. (2009). Some possibilities of representing microcirculation in human spleen. Biologia. 64. 1242-1246. ; Apaja-Sarkkinen M, Alavaikko M, Karttunen T, Autio-Harmainen H. Basement membrane proteins in the spleen: immunohistochemical demonstration and relation to reticulin. Histopathology. 1986 Mar;10(3):295-302. .	DOI: 10.2478/s11756-009-0193-5 ; DOI: 10.1111/j.1365-2559.1986.tb02483.x
Splenic Sinusoid	splenic sinusoid	UBERON:0009967	Splenic Red Pulp Stroma	Ellyard, J., Avery, D., Mackay, C. and Tangye, S. (2005), Contribution of stromal cells to the migration, function and retention of plasma cells in human spleen: potential roles of CXCL12, IL?6 and CD54. Eur. J. Immunol., 35: 699-708.	DOI: 10.1002/eji.200425442
Red Pulp	red pulp of spleen	UBERON:0001250	Splenic venules	Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. ; Almenar S, Rios-Navarro C, Ortega M, Molina P, Ferrandez-Izquierdo A, Ruiz-Sauri A. Anatomy, immunohistochemistry, and numerical distribution of human splenic microvessels. Ann Anat. 2019 Jul;224:161-171. ; Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130–1145.	DOI: 10.1007/s00418-007-0320-8 ; DOI: 10.1016/j.aanat.2019.05.004 ; DOI 10.1182/ bloodadvances.2017015073
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	Steiniger B, Barth P, Herbst B, Hartnell A, Crocker PR. The species-specific structure of microanatomical compartments in the human spleen: strongly sialoadhesin-positive macrophages occur in the perifollicular zone, but not in the marginal zone. Immunology. 1997 Oct;92(2):307-16. ; T. R. L. Klei, J. Dalimot, B. Nota, M. Veldthuis, F. P. J. Mul, T. Rademakers, M. Hoogenboezem, S. Q. Nagelkerke, W. F. J. van IJcken, E. Oole, P. Svendsen, S. K. Moestrup, F. P. J. van Alphen, A. B. Meijer, T. W. Kuijpers, R. van Zwieten, R. van Bruggen; Hemolysis in the spleen drives erythrocyte turnover. Blood 2020; 136 (14): 1579–1589.	DOI: 10.1046/j.1365-2567.1997.00328.x ; DOI: 10.1182/blood.2020005351
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	Sietse Q. Nagelkerke, Christine W. Bruggeman, Joke M. M. den Haan, Erik P. J. Mul, Timo K. van den Berg, Robin van Bruggen, Taco W. Kuijpers; Red pulp macrophages in the human spleen are a distinct cell population with a unique expression of Fc-? receptors. Blood Adv 2018; 2 (8): 941–953. ; Wolf AA, Yáñez A, Barman PK, Goodridge HS. The Ontogeny of Monocyte Subsets. Front Immunol. 2019 Jul 17;10:1642. ; Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).	DOI: 10.1182/bloodadvances.2017015008 ; DOI: 10.3389/fimmu.2019.01642 ; DOI: 10.1186/s13059-019-1906-x
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	Puga, I., Cols, M., Barra, C. et al. B cell–helper neutrophils stimulate the diversification and production of immunoglobulin in the marginal zone of the spleen. Nat Immunol 13, 170–180 (2012). ; Magri G, Miyajima M, Bascones S, Mortha A, Puga I, Cassis L, Barra CM, Comerma L, Chudnovskiy A, Gentile M, Llige D, Cols M, Serrano S, Aróstegui JI, Juan M, Yagüe J, Merad M, Fagarasan S, Cerutti A. Innate lymphoid cells integrate stromal and immunological signals to enhance antibody production by splenic marginal zone B cells. Nat Immunol. 2014 Apr;15(4):354-364.	DOI: 10.1038/ni.2194 ; DOI: 10.1038/ni.2830
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	O’Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. “Chapter 1: General Immunology of Lymph Node and Spleen.” Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14. ; Steiniger B, Barth P, Herbst B, Hartnell A, Crocker PR. The species-specific structure of microanatomical compartments in the human spleen: strongly sialoadhesin-positive macrophages occur in the perifollicular zone, but not in the marginal zone. Immunology. 1997 Oct;92(2):307-16. ; Pack, M., Trumpfheller, C., Thomas, D., Park, C.G., Granelli?Piperno, A., Münz, C. and Steinman, R.M. (2008), DEC?205/CD205+ dendritic cells are abundant in the white pulp of the human spleen, including the border region between the red and white pulp. Immunology, 123: 438-446. ; Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).	No DOI ; DOI: 10.1046/j.1365-2567.1997.00328.x ; DOI: 10.1111/j.1365-2567.2007.02710.x ; DOI: 10.1186/s13059-019-1906-x
