ID,LABEL,TYPE,Parent
ID,A rdfs:label,TYPE,I ccf_part_of
UBERON:0003126,Trachea,owl:NamedIndividual,UBERON:0001004
UBERON:0001901,epithelium of trachea,owl:NamedIndividual,UBERON:0003126
UBERON:0003387,smooth muscle of trachea,owl:NamedIndividual,UBERON:0003126
UBERON:0005203,trachea gland,owl:NamedIndividual,UBERON:0003126
UBERON:0003604,trachea cartilage,owl:NamedIndividual,UBERON:0003126
UBERON:0003505,trachea blood vessel,owl:NamedIndividual,UBERON:0003126
UBERON:0007149,inferior thyroid artery,owl:NamedIndividual,UBERON:0003505
UBERON:0002040,bronchial artery,owl:NamedIndividual,UBERON:0003505
UBERON:0004848,respiratory system arterial endothelium,owl:NamedIndividual,UBERON:0002040
UBERON:0012416,lung arterial smooth muscle,owl:NamedIndividual,UBERON:0002040
UBERON:0007156,inferior thyroid vein,owl:NamedIndividual,UBERON:0003505
UBERON:0001592,bronchial vein,owl:NamedIndividual,UBERON:0003505
UBERON:0004849,respiratory system venous endothelium,owl:NamedIndividual,UBERON:0001592
UBERON:0012418,lung venous smooth muscle,owl:NamedIndividual,UBERON:0001592
UBERON:0002177,Right Main Bronchus,owl:NamedIndividual,UBERON:0001004
UBERON:0002339,epithelium of lobar bronchus,owl:NamedIndividual,UBERON:0002177
UBERON:0001102,cartilage of main bronchus,owl:NamedIndividual,UBERON:0002177
UBERON:0004889,lobar bronchus vasculature,owl:NamedIndividual,UBERON:0002177
UBERON:0019190,mucous gland of lung,owl:NamedIndividual,UBERON:0002177
UBERON:0001651,right pulmonary artery,owl:NamedIndividual,UBERON:0002049
UBERON:0005317,Pulmonary artery endothelium,owl:NamedIndividual,UBERON:0001651
UBERON:0002178,Left Main Bronchus,owl:NamedIndividual,UBERON:0001004
UBERON:0002339,epithelium of lobar bronchus,owl:NamedIndividual,UBERON:0002178
UBERON:0001102,cartilage of main bronchus,owl:NamedIndividual,UBERON:0002178
UBERON:0004889,lobar bronchus vasculature,owl:NamedIndividual,UBERON:0002178
UBERON:0002040,bronchial artery,owl:NamedIndividual,UBERON:0004889
UBERON:0004695,arterial system smooth muscle,owl:NamedIndividual,UBERON:0002040
UBERON:0001592,bronchial vein,owl:NamedIndividual,UBERON:0004889
UBERON:0004696,venous system smooth muscle,owl:NamedIndividual,UBERON:0001592
UBERON:0019190,mucous gland of lung,owl:NamedIndividual,UBERON:0002178
UBERON:0001652,left pulmonary artery,owl:NamedIndividual,UBERON:0002049
UBERON:0005317,Pulmonary artery endothelium,owl:NamedIndividual,UBERON:0001652
UBERON:0002167,Right Lung,owl:NamedIndividual,UBERON:0001004
UBERON:0002171,Lower Lobe of Right Lung,owl:NamedIndividual,UBERON:0002167
UBERON:0002168,Left Lung,owl:NamedIndividual,UBERON:0001004
UBERON:0002339,epithelium of lobar bronchus,owl:NamedIndividual,UBERON:0002184
UBERON:0004884,lobar bronchus mesenchyme,owl:NamedIndividual,UBERON:0002184
UBERON:0001102,cartilage of main bronchus,owl:NamedIndividual,UBERON:0002184
UBERON:0004889,lobar bronchus vasculature,owl:NamedIndividual,UBERON:0002184
UBERON:0019190,mucous gland of lung,owl:NamedIndividual,UBERON:0002184
UBERON:0004903,bronchoalveolar duct junction,owl:NamedIndividual,UBERON:0002187
UBERON:0002188,respiratory bronchiole,owl:NamedIndividual,UBERON:0008874
UBERON:0002173,pulmonary alveolar duct,owl:NamedIndividual,UBERON:0008874
UBERON:0008870,pulmonary alveolar parenchyma,owl:NamedIndividual,UBERON:0008874
UBERON:0016405,pulmonary capilllary,owl:NamedIndividual,UBERON:0008870
UBERON:0003529,respiratory system lymphatic vessel endothelium,owl:NamedIndividual,UBERON:0018227
UBERON:0004296,respiratory system lymphatic vessel smooth muscle,owl:NamedIndividual,UBERON:0018227
UBERON:0002048,Lung,owl:NamedIndividual,UBERON:0001004
