ID	Label	Parent_class	OBO_Validated_isa	validation_date_isa	part_of	OBO_Validated_po	validation_date_po
ID	LABEL	SC %	>A CCFH:IN_OBO	>A dc:date	SC part_of some %	>A CCFH:IN_OBO	>A dc:date
UBERON:0002015	kidney capsule						
UBERON:0002113	kidney						
UBERON:0002189	outer cortex of kidney						
UBERON:0001225	cortex of kidney						
UBERON:0005271	juxtamedullary cortex						
UBERON:0001225	cortex of kidney						
UBERON:0009883	medullary ray						
UBERON:0001225	cortex of kidney						
UBERON:0004202	kidney outer medulla outer stripe						
UBERON:0000362	renal medulla						
UBERON:0004201	kidney outer medulla inner stripe						
UBERON:0000362	renal medulla						
UBERON:0001294	inner medulla of kidney						
UBERON:0000362	renal medulla						
UBERON:0009095	tip of renal papilla						
UBERON:0001228	renal papilla						
UBERON:0001284	renal column (column of Bertin)						
UBERON:0000362	renal medulla						
UBERON:0004200	renal pyramid						
UBERON:0000362	renal medulla						
UBERON:0008716	hilum of kidney						
UBERON:0002113	kidney						
UBERON:0014464	renal fat pad						
UBERON:0002113	kidney						
UBERON:0006517	kidney calyx						
UBERON:0001224	renal pelvis						
UBERON:0001226	major calyx						
UBERON:0001224	renal pelvis						
UBERON:0001227	minor calyx						
UBERON:0001224	renal pelvis						
UBERON:0001230	Bowman's capsule						
UBERON:0001229	Renal Corpuscle						
UBERON:0005749	Glomerular tuft						
UBERON:0001229	Renal Corpuscle						
UBERON:0004134	proximal tubule						
UBERON:0001231	nephron tubule						
UBERON:0001289	descending thin limb of loop of Henle						
UBERON:0001231	nephron tubule						
UBERON:0004193	ascending thin limb of loop of Henle						
UBERON:0001231	nephron tubule						
UBERON:0001291	thick ascending limb of loop of Henle						
UBERON:0001231	nephron tubule						
UBERON:0001292	distal convoluted tubule						
UBERON:0001231	nephron tubule						
UBERON:0005097	connecting tubule						
UBERON:0001231	nephron tubule						
UBERON:0001232	collecting duct of renal tubule						
UBERON:0001231	nephron tubule						
UBERON:0012441							
UBERON:0006544	kidney vasculature						
UBERON:0002015					UBERON:0002113	True	2021-02-09T12:05:04.209822
UBERON:0002189		UBERON:0001225	True	2021-02-09T12:05:05.095131			
UBERON:0005271					UBERON:0001225	True	2021-02-09T12:05:05.528710
UBERON:0009883					UBERON:0001225	True	2021-02-09T12:05:05.966283
UBERON:0004202					UBERON:0000362	True	2021-02-09T12:05:06.402905
UBERON:0004201					UBERON:0000362	True	2021-02-09T12:05:06.838586
UBERON:0001294					UBERON:0000362	True	2021-02-09T12:05:07.260475
UBERON:0009095					UBERON:0001228	True	2021-02-09T12:05:07.703628
UBERON:0001284							
UBERON:0004200					UBERON:0000362	True	2021-02-09T12:05:09.026168
UBERON:0008716					UBERON:0002113	True	2021-02-09T12:05:09.454233
UBERON:0014464					UBERON:0002113	True	2021-02-09T12:05:09.886288
UBERON:0006517					UBERON:0001224	True	2021-02-09T12:05:10.322731
UBERON:0001226					UBERON:0001224	True	2021-02-09T12:05:10.753526
UBERON:0001227					UBERON:0001224	True	2021-02-09T12:05:11.184549
UBERON:0001230					UBERON:0001229	True	2021-02-09T12:05:11.606080
UBERON:0005749					UBERON:0001229	True	2021-02-09T12:05:12.040425
UBERON:0004134					UBERON:0001231	True	2021-02-09T12:05:12.473374
UBERON:0001289					UBERON:0001231	True	2021-02-09T12:05:12.916779
UBERON:0004193					UBERON:0001231	True	2021-02-09T12:05:13.398157
UBERON:0001291					UBERON:0001231	True	2021-02-09T12:05:13.836143
UBERON:0001292					UBERON:0001231	True	2021-02-09T12:05:14.267577
UBERON:0005097					UBERON:0001231	True	2021-02-09T12:05:14.696613
UBERON:0001232							
UBERON:0012441					UBERON:0006544	True	2021-02-09T12:05:16.059408
