ID,Label,User_label,Parent_class,OBO_Validated_isa,validation_date_isa,part_of,OBO_Validated_po,validation_date_po,overlaps,OBO_Validated_overlaps,validation_date_overlaps,connected_to,OBO_Validated_ct,validation_date_ct,develops_from,OBO_Validated_df,validation_date_df,has_part,OBO_Validated_hp,validation_date_hp
ID,LABEL,A skos:prefLabel,SC %,>A CCFH:IN_OBO,>A dc:date,SC part_of some %,>A CCFH:IN_OBO,>A dc:date,SC overlaps some %,>A CCFH:IN_OBO,>A dc:date,SC connected_to some %,>A CCFH:IN_OBO,>A dc:date,SC develops_from some %,>A CCFH:IN_OBO,>A dc:date,SC has_part some %,>A CCFH:IN_OBO,>A dc:date
CL:0000817,,precursor B cell,,,,,,,,,,,,,,,,,,
CL:0000945,,lymphocyte of B lineage,,,,,,,,,,,,,,,,,,
CL:0000817,,precursor B cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000816,,immature B cell,,,,,,,,,,,,,,,,,,
CL:0000945,,lymphocyte of B lineage,,,,,,,,,,,,,,,,,,
CL:0000816,,immature B cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000787,,memory B cell,,,,,,,,,,,,,,,,,,
CL:0000945,,lymphocyte of B lineage,,,,,,,,,,,,,,,,,,
CL:0000787,,memory B cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000788,,naive B cell,,,,,,,,,,,,,,,,,,
CL:0000945,,lymphocyte of B lineage,,,,,,,,,,,,,,,,,,
CL:0000788,,naive B cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000786,,plasma cell,,,,,,,,,,,,,,,,,,
CL:0000945,,lymphocyte of B lineage,,,,,,,,,,,,,,,,,,
CL:0000786,,plasma cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000826,,pro-B cell,,,,,,,,,,,,,,,,,,
CL:0000945,,lymphocyte of B lineage,,,,,,,,,,,,,,,,,,
CL:0000826,,pro-B cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000818,,transitional stage B cell,,,,,,,,,,,,,,,,,,
CL:0000945,,lymphocyte of B lineage,,,,,,,,,,,,,,,,,,
CL:0000818,,transitional stage B cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000990,,conventional dendritic cell,,,,,,,,,,,,,,,,,,
CL:0001056,,"dendritic cell, human",,,,,,,,,,,,,,,,,,
CL:0000990,,conventional dendritic cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000990,,conventional dendritic cell,,,,,,,,,,,,,,,,,,
CL:0001056,,"dendritic cell, human",,,,,,,,,,,,,,,,,,
CL:0000990,,conventional dendritic cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0001056,,"dendritic cell, human",,,,,,,,,,,,,,,,,,
CL:0001056,,"dendritic cell, human",,,,,,,,,,,,,,,,,,
CL:0001056,,"dendritic cell, human",,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0001058,,"plasmacytoid dendritic cell, human",,,,,,,,,,,,,,,,,,
CL:0001056,,"dendritic cell, human",,,,,,,,,,,,,,,,,,
CL:0001058,,"plasmacytoid dendritic cell, human",,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000840,,immature conventional dendritic cell,,,,,,,,,,,,,,,,,,
CL:0001056,,"dendritic cell, human",,,,,,,,,,,,,,,,,,
CL:0000840,,immature conventional dendritic cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
CL:0000764,,erythroid lineage cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000556,,Megakaryocyte,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000553,,megakaryocyte progenitor cell,,,,,,,,,,,,,,,,,,
CL:0000556,,Megakaryocyte,,,,,,,,,,,,,,,,,,
CL:0000553,,megakaryocyte progenitor cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000050,,megakaryocyte-erythroid progenitor cell,,,,,,,,,,,,,,,,,,
CL:0000837,,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,
CL:0000050,,megakaryocyte-erythroid progenitor cell,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000051,,common lymphoid progenitor,,,,,,,,,,,,,,,,,,
CL:0000837,,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,
CL:0000051,,common lymphoid progenitor,,,,,,,,,,,,,,,,,,
UBERON:0002371,,Bone marrow,,,,,,,,,,,,,,,,,,
CL:0000049,,common myeloid progenitor,,,,,,,,,,,,,,,,,,
CL:0000837,,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,
