Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
central axillary lymph node	Central axillary lymph node group	FMA:71749	medial lymphatic pathway of upper arm	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
medial lymphatic pathway of upper arm			epitrochlear lymph node	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
epitrochlear lymph node			superficial ulnar lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
superficial ulnar lymphatic channel			little finger lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
superficial ulnar lymphatic channel			little finger medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
superficial ulnar lymphatic channel			ring finger lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
superficial ulnar lymphatic channel			ring finger medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
superficial ulnar lymphatic channel			middle finger medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
brachial lymph trunk	Brachial lymphatic vessel	FMA:234924	epitrochlear lymph node #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
brachial lymph trunk	Brachial lymphatic vessel	FMA:234924	superior ulnar lymph node	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
superior ulnar lymph node			deep ulnar lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep ulnar lymphatic channel			ring finger medial lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep ulnar lymphatic channel			little finger medial lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep ulnar lymphatic channel			little finger lateral lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep ulnar lymphatic channel			palmar arch lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
superior ulnar lymph node			anterior interosseous lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
anterior interosseous lymphatic channel			palmar arch lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			ring finger medial lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			little finger medial lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			little finger lateral lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			middle finger lateral lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			index finger lateral lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			index finger medial lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			thumb lateral lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			thumb medial lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			middle finger medial lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
palmar arch lymphatic channel			ring finger lateral lymphatic channel #3	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
superior ulnar lymph node			posterior interosseous lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
posterior interosseous lymphatic channel			palmar arch lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
brachial lymph trunk	Brachial lymphatic vessel	FMA:234924	cubital fossa lymph node	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
cubital fossa lymph node			deep radial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep radial lymphatic channel			middle finger lateral lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep radial lymphatic channel			index finger lateral lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep radial lymphatic channel			index finger medial lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep radial lymphatic channel			thumb lateral lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep radial lymphatic channel			thumb medial lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep radial lymphatic channel			middle finger medial lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep radial lymphatic channel			ring finger lateral lymphatic channel #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep radial lymphatic channel			palmar arch lymphatic channel #4	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
supraclavicular lymph node	supraclavicular lymph node	UBERON:0035279	lateral lymphatic pathway of upper arm	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
lateral lymphatic pathway of upper arm			radial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			middle finger lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			index finger lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			index finger medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			thumb lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			thumb medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
subclavian lymph trunk	Subclavian lymphatic trunk	FMA:12252	subclavicular lymph node	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
subclavicular lymph node			lateral lymphatic pathway of upper arm #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
axillary lymph node	Axillary lymph node	FMA:276805	posterior extrathoracic lymph node	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
subscapular lymph node	Subscapular lymph node	FMA:14187	circumflex lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
posterior extrathoracic lymph node			deep lymph node of neck	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
deep lymph node of neck			supraspinatus fossa lymph node	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
supraspinatus fossa lymph node			supraescapular lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
