s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000077	mesothelial cell	mesothelial cell	CL:0000066	epithelial cell	epithelial cell 	61
CL:0000307	tracheal epithelial cell	tracheal epithelial cell	CL:0000066	epithelial cell	epithelial cell 	12
CL:0000307	tracheal epithelial cell	tracheal epithelial cell	CL:0000066	epithelial cell	epithelial cell 	13
CL:0000307	tracheal epithelial cell	tracheal epithelial cell	CL:0000066	epithelial cell	epithelial cell 	14
CL:0000583	alveolar macrophage	alveolar macrophage	CL:0000235	macrophage	macrophage	161
CL:0000786	plasma cell	plasma cell	CL:0000945	lymphocyte of B cell lineage	lymphocyte of B cell lineage	159
CL:0000814	mature NK T cell	mature NK T cell	CL:0000084	T cell	T cell	174
CL:0000815	regulatory T cell	regulatory T cell	CL:0000084	T cell	T cell	182
CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	CD4+ T cell naive	CL:0000084	T cell	T cell	177
CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	CD8+ T cell naive	CL:0000084	T cell	T cell	175
CL:0000905	effector memory CD4-positive, alpha-beta T cell	CD4+ T cell effector memory	CL:0000084	T cell	T cell	176
CL:0000913	effector memory CD8-positive, alpha-beta T cell	CD8+ T cell effector memory	CL:0000084	T cell	T cell	179
CL:0000938	CD16-negative, CD56-bright natural killer cell, human	NK CD56bright	CL:0001067	group 1 innate lymphoid cell	group 1 innate lymphoid cell	157
CL:0000940	mucosal invariant T cell	mucosal invariant T cell	CL:0000084	T cell	T cell	181
CL:0002062	type I pneumocyte	AT1	CL:0000082	epithelial cell of lung	epithelial cell of lung	139
CL:0002062	type I pneumocyte	AT1	CL:0000082	epithelial cell of lung	epithelial cell of lung	142
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	82
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	81
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	80
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	69
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	79
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	78
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	67
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	53
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	65
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	CL:0000066	epithelial cell	epithelial cell 	64
