Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	Terminal CT/ID	Terminal CT/label	Terminal CT/user_label	Markers	References
UBERON:0008974	apocrine gland	apocrine gland	CL:0000033	apocrine cell	apocrine	HGNC:6445, HGNC:6445	NoDOI
UBERON:0013485	crypt of Lieberkuhn of colon	crypt	CL:0000041	mature eosinophil	eosinophil	HGNC:4502, HGNC:4502, HGNC:6149, HGNC:6149	DOI:10.1016/j.immuni.2020.02.001|PMID:32160523PMCID:PMC7155934
UBERON:0001961	mucosa-associated lymphoid tissue	dermal skin-associated lymphoid tissue	CL:0000041	mature eosinophil	eosinophil	HGNC:4502, HGNC:4502, HGNC:6149, HGNC:6149	DOI:10.1016/j.immuni.2020.02.001|PMID:32160523PMCID:PMC7155934
UBERON:0001962	gut-associated lymphoid tissue	gut associated lymphoid tissue (GALT)/lamina propria	CL:0000041	mature eosinophil	eosinophil	HGNC:4502, HGNC:4502, HGNC:6149, HGNC:6149	DOI:10.1016/j.immuni.2020.02.001|PMID:32160523PMCID:PMC7155934
UBERON:0005742	adventitia	adventitia	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	NoDOI
UBERON:0003331	submucosa of colon	submucosa	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	NoDOI
UBERON:0002439	myenteric nerve plexus	myenteric plexus of Auerbach	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	DOI:10.1007/978-1-4939-0897-4_3|PMID:24997029
UBERON:0003329	submucosa of anal canal	submucosa	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	NoDOI
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	NoDOI
UBERON:0012399	large intestine smooth muscle longitudinal layer	longitudinal muscle layer	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	DOI:10.1007/978-1-4939-0897-4_3|PMID:24997029
UBERON:0004927	submucosa of cecum	submucosa	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	NoDOI
UBERON:0002384	connective tissue	fibroconnective tissue	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	NoDOI
UBERON:0012375	subserosa	subserosa	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	NoDOI
UBERON:0011189	lamina propria of large intestine	lamina propria	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	DOI:10.1111/j.1440-1827.1989.tb02421.x|DOI:10.1034/j.1600-065x.2003.00072.x|PMID:2618659|PMID:12969318
UBERON:0012398	large intestine smooth muscle circular layer	circular muscle layer	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	DOI:10.1007/978-1-4939-0897-4_3|PMID:24997029
UBERON:0007177	lamina propria of mucosa of colon	lamina propria	CL:0000057	fibroblast	fibroblast	HGNC:2211, HGNC:2211, HGNC:2212, HGNC:2212	DOI:10.1111/j.1440-1827.1989.tb02421.x|DOI:10.1034/j.1600-065x.2003.00072.x|PMID:2618659|PMID:12969318
UBERON:0001962	gut-associated lymphoid tissue	gut associated lymphoid tissue (GALT)/lamina propria	CL:0000096	mature neutrophil	neutrophil (normally intravascular only)	HGNC:3619, HGNC:3619, HGNC:4015, HGNC:4015	DOI:10.1016/j.immuni.2020.02.001|PMID:32160523PMCID:PMC7155934
UBERON:0001962	gut-associated lymphoid tissue	gut associated lymphoid tissue (GALT)/lamina propria	CL:0000097	mast cell	mast cell	HGNC:10922, HGNC:10922, HGNC:6342, HGNC:6342	DOI:10.1016/j.immuni.2020.02.001|PMID:32160523PMCID:PMC7155934
UBERON:0001961	mucosa-associated lymphoid tissue	dermal skin-associated lymphoid tissue	CL:0000097	mast cell	mast cell	HGNC:10922, HGNC:10922, HGNC:6342, HGNC:6342	NoDOI
UBERON:0005742	adventitia	adventitia	CL:0000136	fat cell	adipocyte	HGNC:1050, HGNC:1050	NoDOI
UBERON:0003329	submucosa of anal canal	submucosa	CL:0000136	fat cell	adipocyte	HGNC:1050, HGNC:1050	NoDOI
UBERON:0002384	connective tissue	fibroconnective tissue	CL:0000136	fat cell	adipocyte	HGNC:1050, HGNC:1050	NoDOI
UBERON:0004927	submucosa of cecum	submucosa	CL:0000136	fat cell	adipocyte	HGNC:1050, HGNC:1050	NoDOI
UBERON:0012375	subserosa	subserosa	CL:0000136	fat cell	adipocyte	HGNC:1050, HGNC:1050	NoDOI
UBERON:0003331	submucosa of colon	submucosa	CL:0000136	fat cell	adipocyte	HGNC:1050, HGNC:1050	NoDOI
UBERON:0004760	gland of anal canal	anal gland	CL:0000146	simple columnar epithelial cell	columnar	HGNC:6445, HGNC:6445	NoDOI
UBERON:0015716	anal canal epithelium	epithelium	CL:0000148	melanocyte	melanocyte	HGNC:10500, HGNC:10500, HGNC:1119, HGNC:11190, HGNC:7124, HGNC:7124	NoDOI
UBERON:0001003	skin epidermis	epidermis	CL:0000148	melanocyte	melanocyte	HGNC:1050, HGNC:1050	NoDOI
UBERON:0011189	lamina propria of large intestine	lamina propria	CL:0000165		neuroendocrine cell	HGNC:11506, HGNC:11506, HGNC:1929, HGNC:1929, HGNC:6090, HGNC:6090	DOI:10.1111/j.1440-1827.1989.tb02421.x|DOI:10.1034/j.1600-065x.2003.00072.x|PMID:2618659|PMID:12969318
UBERON:0022281	epithelium of crypt of Lieberkuhn of large intestine	epithelium	CL:0000165		neuroendocrine	HGNC:11506, HGNC:11506, HGNC:1929, HGNC:1929, HGNC:6088, HGNC:6088, HGNC:6090, HGNC:6090	DOI:10.1159/000501521|DOI:10.3892/or.2012.2119|PMID:31390635PMCID:PMC6888884|PMID:23128569
UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	CL:0000165	neuroendocrine cell	neuroendocrine	HGNC:11506, HGNC:11506, HGNC:1929, HGNC:1929, HGNC:6088, HGNC:6088, HGNC:6090, HGNC:6090	DOI:10.1159/000501521|PMID:31390635PMCID:PMC6888884
UBERON:0007177	lamina propria of mucosa of colon	lamina propria	CL:0000165	neuroendocrine cell	neuroendocrine cell	HGNC:11506, HGNC:11506, HGNC:1929, HGNC:1929, HGNC:6090, HGNC:6090	DOI:10.1111/j.1440-1827.1989.tb02421.x|DOI:10.1034/j.1600-065x.2003.00072.x|PMID:2618659|PMID:12969318
UBERON:0007177	lamina propria of mucosa of colon	lamina propria	CL:0000186	myofibroblast cell	myofibroblast	HGNC:130, HGNC:130	DOI:10.1111/j.1440-1827.1989.tb02421.x|DOI:10.1034/j.1600-065x.2003.00072.x|PMID:2618659|PMID:12969318
