Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	Terminal CT/ID	Terminal CT/label	Terminal CT/user_label	Markers	References
UBERON:0001266	splenic cord	Splenic Cord	CL:0000037	hematopoetic stem cell	Hematopoetic Stem Cell	HGNC:2298, HGNC:17890, HGNC:5870, HGNC:11200, HGNC:1633, HGNC:1662, HGNC:1667, HGNC:9666, HGNC:11801	DOI:10.1111/imcb.12035|DOI:10.1101/2020.01.26.919753
UBERON:0001265	trabecula of spleen	Trabeculae	CL:0000186	myofibroblast cell	Myofibroblast	HGNC:1441, HGNC:130	DOI:10.1038/s41598-018-34105-3|NoDOI|NoDOI|Toccanier-PelteMF,SkalliO,KapanciY,GabbianiG|Characterizationofstromalcellswithmyoidfeaturesinlymphnodesandspleeninnormalandpathologicconditions|AmJPathol|1987Oct;129(1):109-18|PMID:3310649;PMCID:PMC1899700|
UBERON:0001960	periarterial lymphatic sheath	Periarteriolar Lymphoid Sheath (PALS)	CL:0000186	myofibroblast cell	Myofibroblasts	HGNC:1441, HGNC:130	DOI:10.1038/s41598-018-34105-3|NoDOI|NoDOI|Toccanier-PelteMF,SkalliO,KapanciY,GabbianiG|Characterizationofstromalcellswithmyoidfeaturesinlymphnodesandspleeninnormalandpathologicconditions|AmJPathol|1987Oct;129(1):109-18|PMID:3310649;PMCID:PMC1899700|
UBERON:0013132	Penicillar Arteriole	Penicillar Arteriole	CL:0000192	smooth muscle cell	Splenic Smooth Muscle Cell	HGNC:130	DOI:10.1111/imm.12469
UBERON:0005353	spleen perifollicular zone	Perifollicular Zone	CL:0000232	erythrocyte	Erythrocytes	HGNC:4702	DOI:10.1046/j.1365-2567.1997.00328.x|DOI:10.1182/blood.2020005351
UBERON:0001266	splenic cord	Splenic Cord	CL:0000232	erythrocyte	Erythrocytes	HGNC:4702	DOI:10.1046/j.1365-2567.1997.00328.x|DOI:10.1182/blood.2020005351
UBERON:0001266	splenic cord	Splenic Cord	CL:0000233	platelet	Platelet	HGNC:4444, HGNC:8861, HGNC:6138, HGNC:4439	DOI:10.1046/j.1537-2995.1985.25385219900.x|DOI:10.1002/cyto.a.20133|DOI:10.1186/s13059-019-1906-x
UBERON:0001251	Marginal Zone of Spleen	Superficial Zone	CL:0000442	follicular dendritic cell	Follicular Dendritic Cell (FDC)	HGNC:2336, HGNC:10639, HGNC:3618, HGNC:17069, HGNC:2235, HGNC:6765, HGNC:7036, HGNC:16953, HGNC:9607, HGNC:11204, HGNC:2336, HGNC:2334, HGNC:11801, HGNC:3349, HGNC:11784, HGNC:7809, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469|DOI:10.1007/s00418-011-0799-x|NoDOI|DOI:10.1038/s41467-019-09728-3
UBERON:0005196	spleen germinal center	Germinal Center	CL:0000442	follicular dendritic cell	Follicular Dendritic Cell (FDC)	HGNC:2336, HGNC:10639, HGNC:3618, HGNC:17069, HGNC:2235, HGNC:6765, HGNC:7036, HGNC:16953, HGNC:9607, HGNC:11204, HGNC:2336, HGNC:3612, HGNC:2334, HGNC:11801, HGNC:3349, HGNC:11784, HGNC:7809, HGNC:10639, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469|DOI:10.1007/s00418-011-0799-x|DOI:10.1038/s41467-019-09728-3
UBERON:0004041	spleen primary B follicle	Primary Follicle	CL:0000442	follicular dendritic cell	Follicular Dendritic Cell (FDC)	HGNC:2336, HGNC:10639, HGNC:3618, HGNC:17069, HGNC:2235, HGNC:6765, HGNC:7036, HGNC:16953, HGNC:9607, HGNC:11204, HGNC:2336, HGNC:3612, HGNC:2334, HGNC:11801, HGNC:3349, HGNC:11784, HGNC:7809, HGNC:10639, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469|DOI:10.1007/s00418-011-0799-x|DOI:10.1038/s41467-019-09728-3
UBERON:0001251	Marginal Zone of Spleen	Superficial Zone	CL:0000492	CD4-positive helper T cell	CD4+ T cell	HGNC:1674, HGNC:1678, HGNC:1706, HGNC:1674, HGNC:1678	DOI:10.1111/imm.12469|DOI:10.1186/s13059-019-1906-x
UBERON:0001251	Marginal Zone of Spleen	Superficial Zone	CL:0000499	stromal cell	Splenic Stromal Cell (non-FRC/non-FDC)	HGNC:2336, HGNC:2334, HGNC:11801, HGNC:3349, HGNC:11784, HGNC:7809, HGNC:10639, HGNC:6765, HGNC:29602, HGNC:11926, HGNC:130	DOI:10.1111/imm.12469
UBERON:0001266	splenic cord	Splenic Cord	CL:0000499	stromal cell	Splenic Stromal Cell (non-FRC/non-FDC)	HGNC:7809, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469
UBERON:0001960	periarterial lymphatic sheath	Periarteriolar Lymphoid Sheath (PALS)	CL:0000499	stromal cell	Splenic Stromal Cell (non-FRC/non-FDC)	HGNC:7809, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469
UBERON:0013132	Penicillar Arteriole	Penicillar Arteriole	CL:0000499	stromal cell	Splenic Stromal Cell (non-FRC/non-FDC)	HGNC:7809, HGNC:6446, HGNC:6765, HGNC:130	DOI:10.1111/imm.12469
UBERON:0001266	splenic cord	Splenic Cord	CL:0000623	natural killer cell	NK Cell	HGNC:17013, HGNC:3619, HGNC:7656, HGNC:3619, HGNC:7656, HGNC:19077	DOI:10.4049/jimmunol.172.3.1455|DOI:10.1186/s13059-019-1906-x
UBERON:0001960	periarterial lymphatic sheath	Periarteriolar Lymphoid Sheath (PALS)	CL:0000623	natural killer cell	NK Cell	HGNC:17013, HGNC:3619, HGNC:7656, HGNC:3619, HGNC:7656, HGNC:19077, HGNC:9360	DOI:10.4049/jimmunol.172.3.1455|DOI:10.1186/s13059-019-1906-x
UBERON:0001266	splenic cord	Splenic Cord	CL:0000625	CD8-positive, alpha-beta T cell	CD8+ T Cell	HGNC:1674, HGNC:1678, HGNC:1706, HGNC:1674, HGNC:1678, HGNC:1706	NoDOI|DOI:10.1186/s13059-019-1906-x
UBERON:0001251	Marginal Zone of Spleen	Superficial Zone	CL:0000775	neutrophil	Neutrophil	HGNC:4015, HGNC:1820, HGNC:3309, HGNC:7218	DOI:10.1038/ni.2194|DOI:10.1038/ni.2830|DOI:10.1111/imm.12469
UBERON:0005353	spleen perifollicular zone	Perifollicular Zone	CL:0000775	neutrophil	Neutrophil	HGNC:4015, HGNC:1820, HGNC:3309, HGNC:7218	DOI:10.1038/ni.2194|DOI:10.1038/ni.2830
