Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	Terminal CT/ID	Terminal CT/label	Terminal CT/user_label	Markers	References
UBERON:0002066	umbilical vein	umbilical vein	CL:0000071	blood vessel endothelial cell	vascular endothelial cells	HGNC:12726, HGNC:6934, HGNC:8823	PMID:8804361|doi:10.1155/2021/6662201|doi:10.1093/humrep/dem265|doi:10.1290/1071-2690(2001)037<0408:IOECFH>2.0.CO;2|DOI:10.1093/oxfordjournals.humrep.a136040|doi.org/10.1371/journal.pone.0169849|doi.org/10.1371/journal.pone.0169849|PMID:8804361
UBERON:0001310	umbilical artery	umbilical arteries	CL:0000071	blood vessel endothelial cell	vascular endothelial cells	HGNC:12726, HGNC:6934, HGNC:8823	PMID:8804361|doi:10.1155/2021/6662201|doi:10.1093/humrep/dem265|doi:10.1290/1071-2690(2001)037<0408:IOECFH>2.0.CO;2|DOI:10.1093/oxfordjournals.humrep.a136040|doi.org/10.1371/journal.pone.0169849|doi.org/10.1371/journal.pone.0169849|PMID:8804361
UBERON:0007106	chorionic villus	chorionic villous	CL:0000071	blood vessel endothelial cell	vascular endothelial cells	HGNC:12726, HGNC:6934, HGNC:8823	PMID:8804361|doi:10.1155/2021/6662201|doi:10.1093/humrep/dem265|doi:10.1290/1071-2690(2001)037<0408:IOECFH>2.0.CO;2|DOI:10.1093/oxfordjournals.humrep.a136040|doi.org/10.1371/journal.pone.0169849|doi.org/10.1371/journal.pone.0169849|PMID:8804361
UBERON:0004027	chorionic plate	chorionic plate	CL:0000071	blood vessel endothelial cell	vascular endothelial cells	HGNC:12726, HGNC:6934, HGNC:8823	PMID:8804361|doi:10.1155/2021/6662201|doi:10.1093/humrep/dem265|doi:10.1290/1071-2690(2001)037<0408:IOECFH>2.0.CO;2|DOI:10.1093/oxfordjournals.humrep.a136040|doi.org/10.1371/journal.pone.0169849|doi.org/10.1371/journal.pone.0169849|PMID:8804361
UBERON:0002337	endometrial stroma	endometrial stroma	CL:0000236	B cell	B cell	HGNC:10658, HGNC:1681, HGNC:4947	doi:10.3390/cells1041061|doi:10.1016/j.jcyt.2017.03.001|doi:10.1186/s13287-017-0757-1|DOI:10.1095/biolreprod51.4.739|DOI:10.1095/biolreprod.108.075226|doi.org/10.1182/blood.V74.2.751.751|doi:10.1091/mbc.1.1.27|doi:10.1093/intimm/7.7.1087
UBERON:0002066	umbilical vein	umbilical vein	CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cells	HGNC:130, HGNC:2770	DOI:10.1016/0014-4800(90)90037-e|DOI:10.1007/s00441-003-0745-x|doi:10.1038/ng.2007.6.|DOI:10.1007/s00441-003-0745-x
UBERON:0001310	umbilical artery	umbilical arteries	CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cells	HGNC:130, HGNC:2770	DOI:10.1016/0014-4800(90)90037-e|DOI:10.1007/s00441-003-0745-x|doi:10.1038/ng.2007.6.|DOI:10.1007/s00441-003-0745-x
UBERON:0004027	chorionic plate	chorionic plate	CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cells	HGNC:130, HGNC:2770	DOI:10.1016/0014-4800(90)90037-e|DOI:10.1007/s00441-003-0745-x|doi:10.1038/ng.2007.6.|DOI:10.1007/s00441-003-0745-x
UBERON:0007106	chorionic villus	chorionic villous	CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cells	HGNC:130, HGNC:2770	DOI:10.1016/0014-4800(90)90037-e|DOI:10.1007/s00441-003-0745-x|doi:10.1038/ng.2007.6.|DOI:10.1007/s00441-003-0745-x
UBERON:0000088	trophoblast	chorionic ectoderm (from chorion membrane)	CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast (CTB)	HGNC:15979, HGNC:3236, HGNC:6445	doi.org/10.1016/S0143-4004(05)80438-2|doi.org/10.1016/S0143-4004(05)80438-2|doi:10.1016/j.ajpath.2014.08.006|DOI:10.1016/j.jim.2003.03.001|DOI:10.1053/plac.2000.0559|doi.org/10.1095/biolreprod.106.055244
