s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000158	club cell	club cell	UBERON:0002341	epithelium of segmental bronchus	subsegmental bronchial epithelium	61
CL:0000158	club cell	club cell	UBERON:0001955	epithelium of respiratory bronchiole	epithelium of respiratory bronchiole	77
CL:0000158	club cell	club cell	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	40
CL:0000158	club cell	club cell	UBERON:0002051	epithelium of bronchiole	epithelium of bronchiole	69
CL:0000158	club cell	club cell	UBERON:0001958	terminal bronchiole epithelium	terminal bronchiole epithelium	74
CL:0002062	type I pneumocyte	alveolar type I cell	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma	97
CL:0002063	type II pneumocyte	alveolar type II cell	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma	96
CL:0002208	brush cell of bronchus	tuft cell	UBERON:0002341	epithelium of segmental bronchus	subsegmental bronchial epithelium	62
CL:0002208	brush cell of bronchus	tuft cell	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	42
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	46
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	subsegmental bronchial epithelium	66
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	27
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002341	epithelium of segmental bronchus	subsegmental bronchial epithelium	59
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	47
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	25
CL:0002598	bronchial smooth muscle cell	bronchial smooth muscle cell	UBERON:0004242	bronchus smooth muscle	bronchial smooth muscle	37
CL:0002598	bronchial smooth muscle cell	bronchial smooth muscle cell	UBERON:0004242	bronchus smooth muscle	bronchial smooth muscle	20
CL:0002598	bronchial smooth muscle cell	bronchial smooth muscle cell	UBERON:0004242	bronchus smooth muscle	bronchial smooth muscle	49
CL:0009089	lung pericyte	lung pericyte	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma	98
