Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
arm bone	arm bone	UBERON:0003460	free part of arm bone	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
humerus	humerus	UBERON:0000976	coronoid fossa of humerus	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
humerus	humerus	UBERON:0000976	olecranon fossa of humerus	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
humerus	humerus	UBERON:0000976	radial fossa of humerus	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
humerus	humerus	UBERON:0000976	radial groove of humerus	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
radius bone	radius bone	UBERON:0001423	head of radius of radius	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
radius bone	radius bone	UBERON:0001423	neck of radius of radius	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
radius bone	radius bone	UBERON:0001423	radial tuberosity of radius	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
radius bone	radius bone	UBERON:0001423	shaft of radius of radius	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
ulna	ulna	UBERON:0001424	head of ulna of ulna	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
ulna	ulna	UBERON:0001424	olecranon of ulna	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
ulna	ulna	UBERON:0001424	shaft of ulna of ulna	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
ulna	ulna	UBERON:0001424	supinator fossa of ulna	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
ulna	ulna	UBERON:0001424	trochlear notch of ulna	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
ulna	ulna	UBERON:0001424	ulnar tuberosity of ulna	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
distal phalanx of digit of hand 1	distal phalanx of manual digit 1	UBERON:0004337	base of first distal phalanx of hand	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
distal phalanx of digit of hand 1	distal phalanx of manual digit 1	UBERON:0004337	shaft of first distal phalanx of hand	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
distal phalanx of digit of hand 1	distal phalanx of manual digit 1	UBERON:0004337	tuberosity of first distal phalanx of hand	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
distal phalanx of digit of hand 2	distal phalanx of manual digit 2	UBERON:0004311	head of second distal phalanx of hand	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
distal phalanx of digit of hand 2	distal phalanx of manual digit 2	UBERON:0004311	tuberosity of second distal phalanx of hand	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
distal phalanx of digit of hand 3	distal phalanx of manual digit 3	UBERON:0004312	tuberosity of third distal phalanx of hand	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
distal phalanx of digit of hand 4	distal phalanx of manual digit 4	UBERON:0004313	tuberosity of fourth distal phalanx of hand	Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018. ; FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.	
