Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0001911	mammary gland	breast mammary gland	Basal cell		
UBERON:0001911	mammary gland	breast mammary gland	estrogen receptor negative luminal progenitor cell		
UBERON:0001911	mammary gland	breast mammary gland	mature luminal cell		
UBERON:0001911	mammary gland	breast mammary gland	Endothelial cell 1		
UBERON:0001911	mammary gland	breast mammary gland	Endothelial cell 2		
UBERON:0001911	mammary gland	breast mammary gland	Adipocyte 1		
UBERON:0001911	mammary gland	breast mammary gland	Adipocyte 2		
UBERON:0001911	mammary gland	breast mammary gland	Fibroblast		
UBERON:0001911	mammary gland	breast mammary gland	T-cell		
UBERON:0001911	mammary gland	breast mammary gland	Macrophage		
