s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0018243	thymic artery	thymic artery	41
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0018243	thymic artery	thymic artery	35
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0001591	thymic vein	thymic vein	62
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0018243	thymic artery	thymic artery	54
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0018243	thymic artery	thymic artery	23
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0018243	thymic artery	thymic artery	61
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0018243	thymic artery	thymic artery	17
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0001591	thymic vein	thymic vein	88
CL:0000071	blood vessel endothelial cell	blood endothelial cell	UBERON:0001591	thymic vein	thymic vein	55
CL:0000097	mast cell	mast cell	UBERON:0004791	thymus trabecula	thymus trabecula	26
CL:0000576	monocyte	monocyte	UBERON:0003988	thymus corticomedullary boundary	corticomedullary boundary of thymus	49
CL:0000623	natural killer cell	natural killer cell	UBERON:0002124	medulla of thymus	medulla of thymus	85
CL:0000764	erythroid lineage cell	erythroid	UBERON:0004791	thymus trabecula	thymus trabecula	25
CL:0000764	erythroid lineage cell	erythroid	UBERON:0002123	cortex of thymus	cortex of thymus	39
CL:0000771	eosinophil	eosinophil	UBERON:0004791	thymus trabecula	thymus trabecula	27
CL:0000771	eosinophil	eosinophil	UBERON:0002124	medulla of thymus	medulla of thymus	86
CL:0000771	eosinophil	eosinophil	UBERON:0003988	thymus corticomedullary boundary	corticomedullary boundary of thymus	48
CL:0000786	plasma cell	plasma cell	UBERON:0003988	thymus corticomedullary boundary	corticomedullary boundary of thymus	47
CL:0000788	naive B cell	naive B cell	UBERON:0002124	medulla of thymus	medulla of thymus	83
CL:0000798	gamma-delta T cell	gamma-delta T cell	UBERON:0002124	medulla of thymus	medulla of thymus	75
CL:0000809	double-positive, alpha-beta thymocyte	double positive thymocyte	UBERON:0002123	cortex of thymus	cortex of thymus	37
CL:0000866	thymic macrophage	macrophage	UBERON:0002122	capsule of thymus	capsule of thymus	13
CL:0000866	thymic macrophage	macrophage	UBERON:0004791	thymus trabecula	thymus trabecula	20
CL:0000866	thymic macrophage	macrophage	UBERON:0003988	thymus corticomedullary boundary	corticomedullary boundary of thymus	57
CL:0000883	thymic cortical macrophage	macrophage	UBERON:0006936	thymus subcapsular epithelium	thymus subcapsular epithelium	33
CL:0000897	CD4-positive, alpha-beta memory T cell	CD4+ T memory T cell	UBERON:0002124	medulla of thymus	medulla of thymus	68
CL:0000899	T-helper 17 cell	Th17 cell	UBERON:0002124	medulla of thymus	medulla of thymus	76
CL:0000909	CD8-positive, alpha-beta memory T cell	CD8+ T memory	UBERON:0002124	medulla of thymus	medulla of thymus	70
CL:0000914	immature NK T cell	immature NKT cell	UBERON:0002124	medulla of thymus	medulla of thymus	78
