Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
arm bone	arm bone	UBERON:0003460	free part of arm bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
humerus	humerus	UBERON:0000976	olecranon fossa of humerus	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
ulna	ulna	UBERON:0001424	olecranon of ulna	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
ulna	ulna	UBERON:0001424	trochlear notch of ulna	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
scapula	scapula	UBERON:0006849	glenoid fossa of scapula	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
scapula	scapula	UBERON:0006849	supraglenoid tubercle of scapula	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
leg bone	leg bone	UBERON:0005893	free part of leg bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
os coxa	innominate bone	UBERON:0001272	acetabulum of os coxa	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
os coxa	innominate bone	UBERON:0001272	iliac crest of ilium of os coxa	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
os coxa	innominate bone	UBERON:0001272	iliac fossa of ilium of os coxa	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
os coxa	innominate bone	UBERON:0001272	ischial ramus of ischium of os coxa	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
os coxa	innominate bone	UBERON:0001272	obturator foramen of os coxa	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
os coxa	innominate bone	UBERON:0001272	pubic symphysis of pubis of os coxa	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
ethmoid bone	ethmoid bone	UBERON:0001679	cribiform plate of ethmoid bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
occipital bone	occipital bone	UBERON:0001676	external occipital protuberance of squamous part of occipital bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
occipital bone	occipital bone	UBERON:0001676	occipital condyle of basilar part of occipital bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
parietal bone	tetrapod parietal bone	UBERON:0000210	temporal fossa of parietal bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
sphenoid bone	sphenoid bone	UBERON:0001677	hypophyseal fossa of sphenoid bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
sphenoid bone	sphenoid bone	UBERON:0001677	lateral pterygoid plate of sphenoid bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
sphenoid bone	sphenoid bone	UBERON:0001677	optic canal of sphenoid bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
sphenoid bone	sphenoid bone	UBERON:0001677	pterygoid canal of sphenoid bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
sphenoid bone	sphenoid bone	UBERON:0001677	sella turcica of sphenoid bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
temporal bone	temporal bone	UBERON:0001678	groove for sigmoid sinus of mastoid part of temporal bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
temporal bone	temporal bone	UBERON:0001678	styloid process of petrous part of temporal bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
maxilla	maxilla	UBERON:0002397	incisive foramen of maxilla	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
maxilla	maxilla	UBERON:0002397	infraorbital canal of maxilla	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
maxilla	maxilla	UBERON:0002397	intermaxillary suture of maxilla	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
thoracic skeleton	thoracic skeleton	UBERON:0014477	costal region bone	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
cervical vertebra 1	vertebral bone 1	UBERON:0001092	posterior tubercle of first cervical vertebra	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
cervical vertebra 1	vertebral bone 1	UBERON:0001092	transverse foramen of first cervical vertebra	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
cervical vertebra 1	vertebral bone 1	UBERON:0001092	vertebral body of first cervical vertebra	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
cervical vertebra 1	vertebral bone 1	UBERON:0001092	vertebral foramen of first cervical vertebra	ISBN:9780323393225 ; HTTPS:FIPATLIBRARYDALCATA2	
