s	slabel	user_slabel	o	olabel	user_olabel	row_number	deltaIC
CL:0000115	endothelial cell	endothelial	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	63	47.157889697666185
CL:0000115	endothelial cell	endoethlial	UBERON:0003333	submucosa of jejunum	submucosa	250	47.157889697666185
CL:0000236	B cell	B cell	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	69	44.29221958981737
CL:0000115	endothelial cell	endothelial cells	UBERON:0003337	serosa of jejunum	serosa	263	42.58366225108049
CL:0000115	endothelial cell	endothelial	UBERON:0012377	muscle layer of jejunum	muscularis externa	257	42.58366225108049
CL:0000057	fibroblast	fibroblast	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	66	42.2147157536293
CL:0000034	stem cell	stem cell	UBERON:0008346	duodenal epithelium	Epithelium	61	40.30890329506375
CL:0000057	fibroblast	fibroblasts	UBERON:0012377	muscle layer of jejunum	muscularis externa	256	37.640488307043604
CL:0000057	fibroblast	fibroblasts	UBERON:0003337	serosa of jejunum	serosa	262	37.640488307043604
CL:0000115	endothelial cell	endothelial cells	UBERON:0003336	serosa of duodenum	serosa	96	36.536862477033985
CL:0000451	dendritic cell	dendritic cell (DC)	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	79	35.380321036207434
CL:0000235	macrophage	macrophage	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	74	35.191759200942485
CL:0001065	innate lymphoid cell	innate lyphoid cell (ILC)	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	80	31.810075631916604
CL:0000057	fibroblast	fibroblasts	UBERON:0003336	serosa of duodenum	serosa	95	31.5936885329971
CL:0000775	neutrophil	neutrophil	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	77	31.369964896075615
CL:0000623	natural killer cell	natural killer (NK) cell	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	78	30.775038401708287
CL:0000115	endothelial cell	endothelial	UBERON:0000399	jejunal mucosa	mucosa	230	30.231236774509377
CL:0000097	mast cell	mast cell	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	76	28.579441516271558
CL:0000236	B cell	B cell	UBERON:0000399	jejunal mucosa	mucosa	236	27.365566666660563
CL:0000786	plasma cell	plasma	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	70	26.20081095512259
CL:0000771	eosinophil	eosinophil	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	75	25.946963687954252
CL:0000057	fibroblast	fibroblasts	UBERON:0000399	jejunal mucosa	mucosa	233	25.28806283047249
CL:0000036	epithelial fate stem cell	epithelial stem cells	UBERON:0000400	jejunal epithelium	Epithelium	223	22.767210435413247
CL:0000451	dendritic cell	DCs	UBERON:0000399	jejunal mucosa	mucosa	246	18.453668113050625
CL:0000235	macrophage	macrophages	UBERON:0000399	jejunal mucosa	mucosa	241	18.265106277785677
CL:0000186	myofibroblast cell	myofibroblast	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	65	15.824227059557103
CL:0000682	M cell of gut	M cell	UBERON:0015834	duodenum lamina propria	Lamina propria/Gut associated lymphoid tissue (GALT)	68	15.195254667217895
