row_number	s	slabel	user_slabel	o	olabel	user_olabel	deltaIC
342	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010936	thyropharyngeus muscle	thyropharyngeal part of inferior pharyngeal constrictor muscle	44.337221778758014
353	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001108	omohyoid muscle	omohyoid muscle	44.337221778758014
207	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008428	ceratoglossus	ceratoglossus of hyoglossus muscle	44.337221778758014
203	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010379	superior tarsal muscle	superior tarsal muscle	44.337221778758014
182	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008617	innermost intercostal muscle	innermost intercostal muscle	44.337221778758014
181	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0005441	external intercostal muscle	external intercostal muscle	44.337221778758014
309	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011908	gastrocnemius lateralis	lateral head of gastrocnemius muscle	44.337221778758014
341	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010928	cricopharyngeus muscle	cricopharyngeal part of inferior pharyngeal constrictor muscle	44.337221778758014
43	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0035831	costal diaphragm	costal part of respiratory diaphragm muscle	44.337221778758014
224	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010995	deep part of masseter muscle	deep part of masseter muscle	44.337221778758014
350	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010956	pterygopharyngeal part of superior pharyngeal constrictor	pteryopharyngeal part of superior pharyngeal constrictor muscle	44.337221778758014
277	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001373	sartorius muscle	sartorius muscle	44.337221778758014
310	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011907	gastrocnemius medialis	medial head of gastrocnemius muscle	44.337221778758014
352	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001108	omohyoid muscle	omohyoid muscle	44.337221778758014
354	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001108	omohyoid muscle	omohyoid muscle	44.337221778758014
355	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001107	sternohyoid muscle	sternohyoid muscle	44.337221778758014
356	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001109	sternothyroid muscle	sternothyroid muscle	44.337221778758014
357	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001110	thyrohyoid muscle	thyrohyoid muscle	44.337221778758014
378	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010937	salpingopharyngeus muscle	salpingopharyngeus muscle	44.337221778758014
248	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010947	occipitalis	occipital belly of occipitofrontalis muscle	44.337221778758014
45	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0014766	right crus of diaphragm	right crus of lumbar part of respiratory diaphragm muscle	44.337221778758014
44	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0014767	left crus of diaphragm	left crus of lumbar part of respiratory diaphragm muscle	44.337221778758014
208	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011535	chondroglossus muscle	chondroglossus of hyoglossus muscle	44.337221778758014
225	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011140	superficial part of masseter muscle	superficial part of masseter muscle	39.77307712149902
379	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008804	stylopharyngeus muscle	stylopharyngeus muscle	39.77307712149902
183	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002403	internal intercostal muscle	internal intercostal muscle	39.77307712149902
394	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001565	geniohyoid muscle	geniohyoid muscle	37.10322364913568
212	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001608	dilatator pupillae	dilator pupillae muscle	37.10322364913568
48	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008488	cremaster muscle	cremaster muscle	37.10322364913568
47	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008488	cremaster muscle	spermatic cord muscle	37.10322364913568
396	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008712	stylohyoid muscle	stylohyoid muscle	35.208932464240014
247	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010952	frontalis muscle belly	frontal belly of occipitofrontalis muscle	32.539078991876686
251	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001578	orbicularis oculi muscle	orbicularis oculi muscle	31.524047810219052
395	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001564	mylohyoid muscle	mylohyoid muscle	31.524047810219052
249	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001578	orbicularis oculi muscle	orbicularis oculi muscle	31.524047810219052
250	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001578	orbicularis oculi muscle	orbicularis oculi muscle	31.524047810219052
339	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	30.64478780698102
340	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	30.64478780698102
343	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	30.64478780698102
346	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001569	constrictor muscle of pharynx	circular pharyngeal muscle	30.64478780698102
351	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008523	infrahyoid muscle	infrahyoid muscle	30.64478780698102
37	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0004917	urethral sphincter	sphincter urethrae muscle	30.64478780698102
211	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001605	ciliary muscle	ciliary muscle	30.64478780698102
246	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010946	occipitofrontalis muscle	occipitofrontalis muscle	28.547875439401743
213	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011222	intra-ocular muscle	intrinsic eye muscle	25.305080862254364
210	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0011222	intra-ocular muscle	intrinsic eye muscle	25.305080862254364
391	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	22.883734952436363
390	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008571	suprahyoid muscle	suprahyoid muscle	22.883734952436363
179	UBERON:0001495	pectoral muscle	pectoral muscle	UBERON:0002426	chest muscle	chest muscle	19.670802870295063
177	UBERON:0001495	pectoral muscle	pectoral muscle	UBERON:0002426	chest muscle	chest muscle	19.670802870295063
176	UBERON:0001495	pectoral muscle	pectoral muscle	UBERON:0002426	chest muscle	chest muscle	19.670802870295063
175	UBERON:0001495	pectoral muscle	pectoral muscle	UBERON:0002426	chest muscle	chest muscle	19.670802870295063
174	UBERON:0001495	pectoral muscle	pectoral muscle	UBERON:0002426	chest muscle	chest muscle	19.670802870295063
173	UBERON:0001495	pectoral muscle	pectoral muscle	UBERON:0002426	chest muscle	chest muscle	19.670802870295063
178	UBERON:0001495	pectoral muscle	pectoral muscle	UBERON:0002426	chest muscle	chest muscle	19.670802870295063
105	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
102	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
103	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
104	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
109	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
106	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
107	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
108	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
111	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
112	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
110	UBERON:0001482	muscle of shoulder	shoulder muscle	UBERON:0001499	muscle of arm	arm muscle	1.8606099408044514
28	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
29	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
30	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
31	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
32	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
33	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
34	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
35	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
36	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
37	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
37	UBERON:0004917	urethral sphincter	sphincter urethrae muscle	UBERON:0002379	perineal muscle	perineal muscle	
38	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
39	UBERON:0002379	perineal muscle	perineal muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
47	UBERON:0008488	cremaster muscle	spermatic cord muscle	UBERON:0002378	muscle of abdomen	abdomen muscle	
