s	slabel	user_slabel	o	olabel	user_olabel	row_number	deltaIC
CL:0000540	Neuron	Neuron	UBERON:0007121	skin nerve field	nerve	46	65.75209459783741
CL:0000540	Neuron	Neuron	UBERON:0007121	skin nerve field	nerve	66	65.75209459783741
CL:0000115	endothelial cell	Endothelial cell	UBERON:0035549	vasculature of integument	Blood vessels	49	17.764760427388445
CL:0000115	endothelial cell	Endothelial cell	UBERON:0035549	vasculature of integument	Blood vessels	69	17.764760427388445
CL:0000236	B cell	B cell	UBERON:0002072	hypodermis	Subcutaneous	63	15.940145422350206
CL:0000312	keratinocyte	Keratinocyte (Granular)	UBERON:0002069	stratum granulosum of epidermis	Stratum granulosum (SG)	13	12.197511046309671
CL:0000235	macrophage	Macrophage	UBERON:0002072	hypodermis	Subcutaneous	58	6.8788943360869155
CL:0000775	neutrophil	Neutrophil	UBERON:0002072	hypodermis	Subcutaneous	64	3.0566552233690345
UBERON:0035549	vasculature of integument	Blood vessels	UBERON:0002072	hypodermis	Subcutaneous	69	1.0816571095727596
CL:0000097	mast cell	Mast cell	UBERON:0002072	hypodermis	Subcutaneous	59	0.26580706242587837
UBERON:0002027	stratum corneum of epidermis	Stratum corneum (SC)	UBERON:0001003	skin epidermis	Epidermis	12	
CL:0002457	epidermal Langerhans cell	Langerhans cell	UBERON:0002069	stratum granulosum of epidermis	Stratum granulosum (SG)	14	
CL:0002457	epidermal Langerhans cell	Langerhans cell	UBERON:0002026	stratum spinosum of epidermis	Stratum spinosum (SS)	16	
CL:0000242	Merkel cell	Merkel cell	UBERON:0002026	stratum spinosum of epidermis	Stratum spinosum (SS)	17	
CL:0002457	epidermal Langerhans cell	Langerhans cell	UBERON:0002025	stratum basale of epidermis	Stratum basale (SB)	19	
CL:1000458	melanocyte of skin	Melanocyte	UBERON:0002025	stratum basale of epidermis	Stratum basale (SB)	21	
CL:0002337	keratinocyte stem cell	keratinocyte stem cell	UBERON:0002073	hair follicle	Hair follicles	23	
UBERON:0001821	sebaceous gland	Sebaceous glands	UBERON:0002067	dermis	Dermis	24	
UBERON:0000423	eccrine sweat gland	Eccrine (sweat) glands	UBERON:0002067	dermis	Dermis	25	
CL:1000417	myoepithelial cell of sweat gland	myoepithelial cell	UBERON:0000423	eccrine sweat gland	Eccrine (sweat) glands	25	
UBERON:0008974	apocrine gland	Apocrine glands	UBERON:0002067	dermis	Dermis	26	
CL:1000417	myoepithelial cell of sweat gland	myoepithelial cell	UBERON:0008974	apocrine gland	Apocrine glands	26	
CL:1000417	myoepithelial cell of sweat gland	myoepithelial cell	UBERON:0002067	dermis	Dermis	27	
