Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0012373	Sympathetic nerves	Sympathetic nerve plexus	Catecholaminergic Neuron		
UBERON:0013132	Penicillar Arteriole	Penicillar Arteriole	Adventitial Stromal Cell		
UBERON:0013132	Penicillar Arteriole	Penicillar Arteriole	Splenic Stromal Cell (non-FRC/non-FDC)		
UBERON:0013132	Penicillar Arteriole	Penicillar Arteriole	Splenic Smooth Muscle Cell		
UBERON:0001250	Red Pulp	red pulp of spleen	Splenic Pericyte		
UBERON:0001250	Red Pulp	red pulp of spleen	Splenic Stromal Sheath Cell		
UBERON:0009967	Splenic Sinusoid	splenic sinusoid	Reticular Cell of splenic sinusoid		
UBERON:0009967	Splenic Sinusoid	splenic sinusoid	Splenic Littoral Cell		
UBERON:0009967	Splenic Sinusoid	splenic sinusoid	Splenic Red Pulp Stromal Cell		
UBERON:0001266	Splenic Cord	splenic cord	B cell		
UBERON:0001266	Splenic Cord	splenic cord	Splenic Stromal Cell (non-FRC/non-FDC)		
UBERON:0005353	Perifollicular Zone	spleen perifollicular zone	Splenic perifollicular zone macrophage		
UBERON:0005353	Perifollicular Zone	spleen perifollicular zone	Stromal Cell		
UBERON:0005353	Perifollicular Zone	spleen perifollicular zone	Monocyte-Derived DC		
UBERON:0005353	Perifollicular Zone	spleen perifollicular zone	DEC205+ DC		
UBERON:0004041	Primary Follicle	spleen primary B follicle	DEC205+ DC		
UBERON:0005196	Germinal Center	spleen germinal center	T Follicular Regulatory Cell		
UBERON:0010421	Mantle Zone	spleen B cell corona	Mantle Zone B Cell		
UBERON:0010421	Mantle Zone	spleen B cell corona	Splenic Pericyte		
UBERON:0001251	Superficial Zone	Marginal Zone of Spleen	Superficial Zone B Cell		
UBERON:0001251	Superficial Zone	Marginal Zone of Spleen	Splenic Stromal Cell (non-FRC/non-FDC)		
UBERON:0010401	Periarteriolar Lymphoid Sheath (PALS)	spleen central arteriole	Adventitial Stromal Cell		
UBERON:0010401	Periarteriolar Lymphoid Sheath (PALS)	spleen central arteriole	Catecholaminergic Neuron		
UBERON:0001960	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	Interdigitating Dendritic Cells		
UBERON:0001960	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	Splenic Smooth Muscle Cell		
UBERON:0001960	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	Cytotoxic Memory T Cell		
UBERON:0001960	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	Splenic Stromal Cell (non-FRC/non-FDC)		
UBERON:0001960	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	DEC205+ DC		
UBERON:0001960	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	Monocyte-Derived DC		
UBERON:0004641	Capsule	spleen capsule	Subcapsular Dendritic Cell		
