Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
subsegmental pulmonary vein	Subsegmental pulmonary vein	FMA:9413	pulmonary venule	https://radiologykey.com/6-pulmonary-artery-and-vein/	
ascending pharyngeal artery	Ascending pharyngeal artery	FMA:49497	neuromeningeal trunk	https://en.wikipedia.org/wiki/Ascending_pharyngeal_artery	
neuromeningeal trunk			hypoglossal branch of ascending pharyngeal artery	https://en.wikipedia.org/wiki/Ascending_pharyngeal_artery	
neuromeningeal trunk			jugular branch of ascending pharyngeal artery	https://en.wikipedia.org/wiki/Ascending_pharyngeal_artery	
ascending pharyngeal artery	Ascending pharyngeal artery	FMA:49497	neuromeningeal trunk	https://neupsykey.com/the-external-carotid-artery-and-extracranial-circulation/	
neuromeningeal trunk			odontoid arcade	https://neupsykey.com/the-external-carotid-artery-and-extracranial-circulation/	
ascending pharyngeal artery	Ascending pharyngeal artery	FMA:49497	neuromeningeal trunk	http://neuroangio.org/anatomy-and-variants/posterior-meningeal-artery/	
ascending pharyngeal artery	Ascending pharyngeal artery	FMA:49497	pharyngeal trunk	https://en.wikipedia.org/wiki/Ascending_pharyngeal_artery	
ascending pharyngeal artery	Ascending pharyngeal artery	FMA:49497	pharyngeal trunk	Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256	
pharyngeal trunk			eustachian branch of ascending pharyngeal artery	Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256	
pharyngeal trunk			inferior pharyngeal artery	Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256	
pharyngeal trunk			middle pharyngeal artery	Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256	
pharyngeal trunk			superior pharyngeal artery	Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256	
superior pharyngeal artery			pterygovaginal artery	Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256	
inferior alveolar artery	inferior alveolar artery	UBERON:0014693	incisor artery	https://en.wikipedia.org/wiki/Inferior_alveolar_artery	
sphenopalatine artery	Sphenopalatine artery	FMA:49804	posterior lateral nasal branch of sphenopalatine artery	Netter FH. Atlas of human anatomy. Edition 7. Plate 57. Elsevier Health Sciences. 2018.	
occipital artery	occipital artery	UBERON:0001613	stylomastoid branch of occipital artery	https://en.wikipedia.org/wiki/Occipital_artery	
anterior cerebral artery	anterior cerebral artery	UBERON:0001624	anterior internal frontal artery	Perlmutter, D., & Rhoton, A. L., Jr. (1978). Microsurgical anatomy of the distal anterior cerebral artery, Journal of Neurosurgery, 49(2), 204-228. Retrieved Jan 14, 2021, from https://thejns.org/view/journals/j-neurosurg/49/2/article-p204.xml	10.3171/jns.1978.49.2.0204
anterior cerebral artery	anterior cerebral artery	UBERON:0001624	inferior parietal artery	Perlmutter, D., & Rhoton, A. L., Jr. (1978). Microsurgical anatomy of the distal anterior cerebral artery, Journal of Neurosurgery, 49(2), 204-228. Retrieved Jan 14, 2021, from https://thejns.org/view/journals/j-neurosurg/49/2/article-p204.xml	10.3171/jns.1978.49.2.0204
anterior cerebral artery	anterior cerebral artery	UBERON:0001624	medial lenticulostriate artery	https://en.wikipedia.org/wiki/Anterior_cerebral_artery	
anterior cerebral artery	anterior cerebral artery	UBERON:0001624	middle internal frontal artery	Perlmutter, D., & Rhoton, A. L., Jr. (1978). Microsurgical anatomy of the distal anterior cerebral artery, Journal of Neurosurgery, 49(2), 204-228. Retrieved Jan 14, 2021, from https://thejns.org/view/journals/j-neurosurg/49/2/article-p204.xml	10.3171/jns.1978.49.2.0204
anterior cerebral artery	anterior cerebral artery	UBERON:0001624	orbitofrontal branch of anterior cerebral artery	http://radiopaedia.org/articles/orbitofrontal-artery	
anterior cerebral artery	anterior cerebral artery	UBERON:0001624	paracentral artery	Perlmutter, D., & Rhoton, A. L., Jr. (1978). Microsurgical anatomy of the distal anterior cerebral artery, Journal of Neurosurgery, 49(2), 204-228. Retrieved Jan 14, 2021, from https://thejns.org/view/journals/j-neurosurg/49/2/article-p204.xml	10.3171/jns.1978.49.2.0204
