s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0002027	stratum corneum of epidermis	stratum corneum of epidermis	UBERON:0001003	skin epidermis	skin epidermis
CL:0000312	keratinocyte	keratinocyte	UBERON:0002069	stratum granulosum of epidermis	stratum granulosum of epidermis
CL:0002457	epidermal Langerhans cell	epidermal Langerhans cell	UBERON:0002069	stratum granulosum of epidermis	stratum granulosum of epidermis
CL:0002457	epidermal Langerhans cell	epidermal Langerhans cell	UBERON:0002026	stratum spinosum of epidermis	stratum spinosum of epidermis
CL:0000242	Merkel cell	Merkel cell	UBERON:0002026	stratum spinosum of epidermis	stratum spinosum of epidermis
CL:0002457	epidermal Langerhans cell	epidermal Langerhans cell	UBERON:0002025	stratum basale of epidermis	stratum basale of epidermis
CL:1000458	melanocyte of skin	melanocyte of skin	UBERON:0002025	stratum basale of epidermis	stratum basale of epidermis
CL:0002337	keratinocyte stem cell	keratinocyte stem cell	UBERON:0002073	hair follicle	hair follicle
UBERON:0001821	sebaceous gland	sebaceous gland	UBERON:0002067	Dermis	dermis
UBERON:0000423	eccrine sweat gland	eccrine sweat gland	UBERON:0002067	Dermis	dermis
CL:1000417	myoepithelial cell of sweat gland	myoepithelial cell of sweat gland	UBERON:0000423	eccrine sweat gland	eccrine sweat gland
UBERON:0008974	apocrine gland	apocrine gland	UBERON:0002067	Dermis	dermis
CL:1000417	myoepithelial cell of sweat gland	myoepithelial cell of sweat gland	UBERON:0008974	apocrine gland	apocrine gland
CL:1000417	myoepithelial cell of sweat gland	myoepithelial cell of sweat gland	UBERON:0002067	Dermis	dermis
CL:0000097	Mast cell	mast cell	UBERON:0002067	Dermis	dermis
CL:0000235	Macrophage	macrophage	UBERON:0002067	Dermis	dermis
CL:0000545	T-helper 1 cell	T-helper 1 cell	UBERON:0002067	Dermis	dermis
CL:0000910	cytotoxic T cell	cytotoxic T cell	UBERON:0002067	Dermis	dermis
CL:0000815	regulatory T cell	regulatory T cell	UBERON:0002067	Dermis	dermis
CL:0000623	Natural killer cell	natural killer cell	UBERON:0002067	Dermis	dermis
CL:0001067	group 1 innate lymphoid cell	group 1 innate lymphoid cell	UBERON:0002067	Dermis	dermis
CL:0001069	group 2 innate lymphoid cell	group 2 innate lymphoid cell	UBERON:0002067	Dermis	dermis
CL:0001071	group 3 innate lymphoid cell	group 3 innate lymphoid cell	UBERON:0002067	Dermis	dermis
CL:0000236	B cell	B cell	UBERON:0002067	Dermis	dermis
CL:0000786	Plasma cell	plasma cell	UBERON:0002067	Dermis	dermis
CL:0000775	Neutrophil	neutrophil	UBERON:0002067	Dermis	dermis
CL:0000771	Eosinophil	eosinophil	UBERON:0002067	Dermis	dermis
CL:0000540	Neuron	Neuron	UBERON:0007121	skin nerve field	skin nerve field
CL:0002573	Schwann cell	Schwann cell	UBERON:0002067	Dermis	dermis
UBERON:0035549	vasculature of integument	vasculature of integument	UBERON:0002067	Dermis	dermis
CL:0000115	Endothelial cell	endothelial cell	UBERON:0035549	vasculature of integument	vasculature of integument
CL:0000359	vascular associated smooth muscle cell	smooth muscle cell	UBERON:0002067	Dermis	dermis
CL:0002292	type I cell of carotid body	type I cell of carotid body	UBERON:0002067	Dermis	dermis
CL:0000669	pericyte cell	pericyte cell	UBERON:0002067	Dermis	dermis
UBERON:0002072	hypodermis	hypodermis	UBERON:0002097	skin of body	skin of body
CL:0002138	endothelial cell of lymphatic vessel	endothelial cell of lymphatic vessel	UBERON:0002072	hypodermis	hypodermis
CL:0002620	skin fibroblast	skin fibroblast	UBERON:0002072	hypodermis	hypodermis
CL:0000235	Macrophage	macrophage	UBERON:0002072	hypodermis	hypodermis
CL:0000097	Mast cell	mast cell	UBERON:0002072	hypodermis	hypodermis
CL:0000545	T-helper 1 cell	T-helper 1 cell	UBERON:0002072	hypodermis	hypodermis
CL:0000910	cytotoxic T cell	cytotoxic T cell	UBERON:0002072	hypodermis	hypodermis
CL:0000815	regulatory T cell	regulatory T cell	UBERON:0002072	hypodermis	hypodermis
CL:0000236	B cell	B cell	UBERON:0002072	hypodermis	hypodermis
CL:0000775	Neutrophil	neutrophil	UBERON:0002072	hypodermis	hypodermis
CL:0000771	Eosinophil	eosinophil	UBERON:0002072	hypodermis	hypodermis
UBERON:0007121	skin nerve field	skin nerve field	UBERON:0002072	hypodermis	hypodermis
CL:0002573	Schwann cell	Schwann cell	UBERON:0002072	hypodermis	hypodermis
UBERON:0035549	vasculature of integument	vasculature of integument	UBERON:0002072	hypodermis	hypodermis
CL:0000359	vascular associated smooth muscle cell	smooth muscle cell	UBERON:0002072	hypodermis	hypodermis
CL:0002292	type I cell of carotid body	type I cell of carotid body	UBERON:0002072	hypodermis	hypodermis
