s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0001496	ascending aorta	ascending aorta	UBERON:0000947	aorta	aorta
UBERON:0001070	external carotid artery	external carotid artery	UBERON:0001530	common carotid artery plus branches	common carotid artery plus branches
UBERON:0001612	facial artery	facial artery	UBERON:0001070	external carotid artery	external carotid artery
UBERON:0010408	ocular angle artery	ocular angle artery	UBERON:0001612	facial artery	facial artery
UBERON:0003471	artery of lower lip	artery of lower lip	UBERON:0001612	facial artery	facial artery
UBERON:0003470	artery of upper lip	artery of upper lip	UBERON:0001612	facial artery	facial artery
UBERON:0001610	lingual artery	lingual artery	UBERON:0001070	external carotid artery	external carotid artery
UBERON:0001611	sublingual artery	sublingual artery	UBERON:0001610	lingual artery	lingual artery
UBERON:0009654	alveolar artery	alveolar artery	UBERON:0001616	maxillary artery	maxillary artery
UBERON:0001618	buccal artery	buccal artery	UBERON:0001616	maxillary artery	maxillary artery
UBERON:0014695	deep auricular artery	deep auricular artery	UBERON:0001616	maxillary artery	maxillary artery
UBERON:0014693	inferior alveolar artery	inferior alveolar artery	UBERON:0001616	maxillary artery	maxillary artery
UBERON:0001617	mental artery	mental artery	UBERON:0014693	inferior alveolar artery	inferior alveolar artery
UBERON:0004646	infraorbital artery	infraorbital artery	UBERON:0001616	maxillary artery	maxillary artery
UBERON:0013648	masseteric artery	masseteric artery	UBERON:0001616	maxillary artery	maxillary artery
UBERON:0010250	middle meningeal artery	middle meningeal artery	UBERON:0001616	maxillary artery	maxillary artery
UBERON:0018397	posterior superior alveolar artery	posterior superior alveolar artery	UBERON:0001616	maxillary artery	maxillary artery
UBERON:0001613	occipital artery	occipital artery	UBERON:0001070	external carotid artery	external carotid artery
UBERON:0014694	posterior auricular artery	posterior auricular artery	UBERON:0001070	external carotid artery	external carotid artery
UBERON:0001614	superficial temporal artery	superficial temporal artery	UBERON:0001070	external carotid artery	external carotid artery
UBERON:0035042	middle temporal artery	middle temporal artery	UBERON:0001614	superficial temporal artery	superficial temporal artery
UBERON:0001615	transverse facial artery	transverse facial artery	UBERON:0001614	superficial temporal artery	superficial temporal artery
UBERON:0015157	zygomatico-orbital artery	zygomatico-orbital artery	UBERON:0001614	superficial temporal artery	superficial temporal artery
UBERON:0007150	superior thyroid artery	superior thyroid artery	UBERON:0001070	external carotid artery	external carotid artery
UBERON:0001532	internal carotid artery	internal carotid artery	UBERON:0001530	common carotid artery plus branches	common carotid artery plus branches
UBERON:0001624	anterior cerebral artery	anterior cerebral artery	UBERON:0001532	internal carotid artery	internal carotid artery
UBERON:0006764	anterior communicating artery	anterior communicating artery	UBERON:0001624	anterior cerebral artery	anterior cerebral artery
UBERON:0014696	anterior choroidal artery	anterior choroidal artery	UBERON:0001532	internal carotid artery	internal carotid artery
UBERON:0007693	caroticotympanic artery	caroticotympanic artery	UBERON:0001532	internal carotid artery	internal carotid artery
UBERON:0001627	middle cerebral artery	middle cerebral artery	UBERON:0001532	internal carotid artery	internal carotid artery
UBERON:0035462	anterior parietal artery	anterior parietal artery	UBERON:0001627	middle cerebral artery	middle cerebral artery
UBERON:0035225	anterior temporal artery	anterior temporal artery	UBERON:0001627	middle cerebral artery	middle cerebral artery
UBERON:0035042	middle temporal artery	middle temporal artery	UBERON:0001627	middle cerebral artery	middle cerebral artery
UBERON:0035222	posterior parietal artery	posterior parietal artery	UBERON:0001627	middle cerebral artery	middle cerebral artery
UBERON:0001619	ophthalmic artery	ophthalmic artery	UBERON:0001532	internal carotid artery	internal carotid artery
UBERON:0012318	anterior ethmoidal artery	anterior ethmoidal artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
UBERON:0010251	anterior meningeal artery	anterior meningeal artery	UBERON:0012318	anterior ethmoidal artery	anterior ethmoidal artery
UBERON:0001620	central retinal artery	central retinal artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
UBERON:0001623	dorsal nasal artery	dorsal nasal artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
UBERON:0001622	lacrimal artery	lacrimal artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
UBERON:0014772	lateral palpebral artery	lateral palpebral artery	UBERON:0001622	lacrimal artery	lacrimal artery
UBERON:0014773	medial palpebral artery	medial palpebral artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
UBERON:0012319	posterior ethmoidal artery	posterior ethmoidal artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
UBERON:0015160	supraorbital artery	supraorbital artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
UBERON:0012187	frontal artery	frontal artery	UBERON:0001619	ophthalmic artery	ophthalmic artery
UBERON:0001628	posterior communicating artery	posterior communicating artery	UBERON:0001532	internal carotid artery	internal carotid artery
UBERON:0035404	superior hypophysial artery	superior hypophysial artery	UBERON:0001532	internal carotid artery	internal carotid artery
UBERON:0001640	celiac artery	celiac artery	UBERON:0001516	abdominal aorta	abdominal aorta
UBERON:0005436	common hepatic artery	common hepatic artery	UBERON:0001640	celiac artery	celiac artery
UBERON:0010132	gastroduodenal artery	gastroduodenal artery	UBERON:0005436	common hepatic artery	common hepatic artery
UBERON:0035829	right gastroepiploic artery	right gastroepiploic artery	UBERON:0010132	gastroduodenal artery	gastroduodenal artery
