s	slabel	user_slabel	o	olabel	user_olabel
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002079	left cardiac atrium	left cardiac atrium
CL:0002543	vein endothelial cell	vein endothelial cell	UBERON:0002079	left cardiac atrium	left cardiac atrium
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002016	pulmonary vein	pulmonary vein
CL:0002543	vein endothelial cell	vein endothelial cell	UBERON:0002016	pulmonary vein	pulmonary vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0000947	aorta	aorta
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0000947	aorta	aorta
CL:0000057	fibroblast	fibroblast	UBERON:0000947	aorta	aorta
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0000947	aorta	aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001529	brachiocephalic artery	brachiocephalic artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001529	brachiocephalic artery	brachiocephalic artery
CL:0000057	fibroblast	fibroblast	UBERON:0001529	brachiocephalic artery	brachiocephalic artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001529	brachiocephalic artery	brachiocephalic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001531	right common carotid artery plus branches	right common carotid artery plus branches
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001531	right common carotid artery plus branches	right common carotid artery plus branches
CL:0000057	fibroblast	fibroblast	UBERON:0001531	right common carotid artery plus branches	right common carotid artery plus branches
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001531	right common carotid artery plus branches	right common carotid artery plus branches
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001534	right subclavian artery	right subclavian artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001534	right subclavian artery	right subclavian artery
CL:0000057	fibroblast	fibroblast	UBERON:0001534	right subclavian artery	right subclavian artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001534	right subclavian artery	right subclavian artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001530	common carotid artery plus branches	common carotid artery plus branches
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001530	common carotid artery plus branches	common carotid artery plus branches
CL:0000057	fibroblast	fibroblast	UBERON:0001530	common carotid artery plus branches	common carotid artery plus branches
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001530	common carotid artery plus branches	common carotid artery plus branches
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001070	external carotid artery	external carotid artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001070	external carotid artery	external carotid artery
CL:0000057	fibroblast	fibroblast	UBERON:0001070	external carotid artery	external carotid artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001070	external carotid artery	external carotid artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0010249	posterior meningeal artery	posterior meningeal artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0010249	posterior meningeal artery	posterior meningeal artery
CL:0000057	fibroblast	fibroblast	UBERON:0010249	posterior meningeal artery	posterior meningeal artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0010249	posterior meningeal artery	posterior meningeal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001612	facial artery	facial artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001612	facial artery	facial artery
CL:0000057	fibroblast	fibroblast	UBERON:0001612	facial artery	facial artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001612	facial artery	facial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0010408	ocular angle artery	ocular angle artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0010408	ocular angle artery	ocular angle artery
CL:0000057	fibroblast	fibroblast	UBERON:0010408	ocular angle artery	ocular angle artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0010408	ocular angle artery	ocular angle artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0003471	artery of lower lip	artery of lower lip
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0003471	artery of lower lip	artery of lower lip
CL:0000057	fibroblast	fibroblast	UBERON:0003471	artery of lower lip	artery of lower lip
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0003471	artery of lower lip	artery of lower lip
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0003470	artery of upper lip	artery of upper lip
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0003470	artery of upper lip	artery of upper lip
CL:0000057	fibroblast	fibroblast	UBERON:0003470	artery of upper lip	artery of upper lip
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0003470	artery of upper lip	artery of upper lip
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001610	lingual artery	lingual artery
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0001610	lingual artery	lingual artery
