s	slabel	user_slabel	o	olabel	user_olabel
CL:0002071	enterocyte of epithelium of large intestine	enterocyte of epithelium of large intestine	UBERON:0000397	colonic epithelium	colonic epithelium
CL:0000235	macrophage	macrophage	UBERON:0001962	gut-associated lymphoid tissue	gut-associated lymphoid tissue
CL:0000235	macrophage	macrophage	UBERON:0001962	gut-associated lymphoid tissue	gut-associated lymphoid tissue
CL:0000097	mast cell	mast cell	UBERON:0001962	gut-associated lymphoid tissue	gut-associated lymphoid tissue
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa
CL:0002071	enterocyte of epithelium of large intestine	enterocyte of epithelium of large intestine	UBERON:0000397	colonic epithelium	surface epithelium
CL:0000192	smooth muscle cell	smooth muscle	UBERON:0012419	taenia coli	mesocolic coli
CL:0000192	smooth muscle cell	smooth muscle	UBERON:0012419	taenia coli	free coli
CL:0000192	smooth muscle cell	smooth muscle	UBERON:0012419	taenia coli	omental coli
CL:0000192	smooth muscle cell	smooth muscle	UBERON:0012419	taenia coli	taenia coli
CL:0000192	smooth muscle cell	smooth muscle	UBERON:0012419	taenia coli	taenia coli
CL:0000192	smooth muscle cell	smooth muscle	UBERON:0012419	taenia coli	taenia coli
CL:0000057	fibroblast	fibroblast	UBERON:0005742	adventitia	adventitia
CL:0000312	keratinocyte	keratinocyte	UBERON:0001003	skin epidermis	skin epidermis
CL:0000148	melanocyte	melanocyte	UBERON:0001003	skin epidermis	skin epidermis
CL:0000312	keratinocyte	keratinocyte	UBERON:0002073	hair follicle	hair follicle
CL:0000434	eccrine cell	eccrine cell	UBERON:0000423	eccrine sweat gland	eccrine (sweat) gland
CL:0000097	mast cell	mast cell	UBERON:0001961	mucosa-associated lymphoid tissue	mucosa-associated lymphoid tissue
CL:0000235	macrophage	macrophage	UBERON:0001961	mucosa-associated lymphoid tissue	mucosa-associated lymphoid tissue
CL:0000236	B cell	B cell	UBERON:0001961	mucosa-associated lymphoid tissue	mucosa-associated lymphoid tissue
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0000055	vessel	vessel
CL:0000097	mast cell	mast cell	UBERON:0001961	mucosa-associated lymphoid tissue	mucosa-associated lymphoid tissue
CL:0000235	macrophage	macrophage	UBERON:0001961	mucosa-associated lymphoid tissue	mucosa-associated lymphoid tissue
CL:0000236	B cell	B cell	UBERON:0001961	mucosa-associated lymphoid tissue	mucosa-associated lymphoid tissue
CL:0000188	cell of skeletal muscle	cell of skeletal muscle	UBERON:0001367	external anal sphincter	external anal sphincter
