s	slabel	user_slabel	o	olabel	user_olabel
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002066	umbilical vein	umbilical vein
CL:0000669	pericyte cell	pericyte cell	UBERON:0002066	umbilical vein	umbilical vein
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0002066	umbilical vein	umbilical vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001310	umbilical artery	umbilical artery
CL:0000669	pericyte cell	pericyte cell	UBERON:0001310	umbilical artery	umbilical artery
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0001310	umbilical artery	umbilical artery
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast	UBERON:0000088	trophoblast	trophoblast
CL:0008036	extravillous trophoblast	extravillous trophoblast	UBERON:0000088	trophoblast	trophoblast
CL:0002255	stromal cell of endometrium	stromal cell of endometrium	UBERON:0002337	endometrial stroma	endometrial stroma
CL:0000815	regulatory T cell	regulatory T cell	UBERON:0002337	endometrial stroma	endometrial stroma
CL:0000910	cytotoxic T cell	cytotoxic T cell	UBERON:0002337	endometrial stroma	endometrial stroma
CL:0000236	B cell	B cell	UBERON:0002337	endometrial stroma	endometrial stroma
CL:0008036	extravillous trophoblast	extravillous trophoblast	UBERON:0015172	endometrial blood vessel	endometrial blood vessel
CL:0002138	endothelial cell of lymphatic vessel	endothelial cell of lymphatic vessel	UBERON:0002450	decidua	decidua
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast	UBERON:0000088	trophoblast	trophoblast
CL:0000525	syncytiotrophoblast cell	syncytiotrophoblast	UBERON:0000088	trophoblast	trophoblast
CL:0008036	extravillous trophoblast	extravillous trophoblast	UBERON:0000088	trophoblast	trophoblast
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0004027	chorionic plate	chorionic plate
CL:0000669	pericyte cell	pericyte cell	UBERON:0004027	chorionic plate	chorionic plate
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0004027	chorionic plate	chorionic plate
CL:3000001	Hofbauer cell	Hofbauer cell	UBERON:0007106	chorionic villus	chorionic villus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007106	chorionic villus	chorionic villus
CL:0000669	pericyte cell	pericyte cell	UBERON:0007106	chorionic villus	chorionic villus
CL:0000359	vascular associated smooth muscle cell	vascular associated smooth muscle cell	UBERON:0007106	chorionic villus	chorionic villus
CL:2000062	placental villus capillary endothelial cell	placental villous capillary endothelial cell	UBERON:0007106	chorionic villus	chorionic villus
