Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0007177	lamina propria	lamina propria of mucosa of colon	subepithelial membrane	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0007177	lamina propria	lamina propria of mucosa of colon	pericryptal fibroblastic sheath	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0007177	lamina propria	lamina propria of mucosa of colon	ganglion	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0005304	submucosal plexus of Meissner	submucous nerve plexus	ganglion	PMID: 2621148 PMCID: PMC1256735	No DOI
UBERON:0005304	intermediate layer	submucous nerve plexus	ganglion	PMID: 2621148 PMCID: PMC1256735	No DOI
UBERON:0005304	submucosal plexus of Henle	submucous nerve plexus	ganglion	PMID: 2621148 PMCID: PMC1256735	No DOI
UBERON:0002439	myenteric plexus of Auerbach	myenteric nerve plexus	ganglion	PMID: 24997029	DOI: 10.1007/978-1-4939-0897-4_3
UBERON:0011189	lamina propria	lamina propria of large intestine	subepithelial membrane	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0011189	lamina propria	lamina propria of large intestine	pericryptal fibroblastic sheath	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0011189	lamina propria	lamina propria of large intestine	ganglion	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0005304	submucosal plexus of Meissner	submucosal plexus of Meissner	ganglion	PMID: 2621148 PMCID: PMC1256735	No DOI
UBERON:0005304	intermediate layer	intermediate layer	ganglion	PMID: 2621148 PMCID: PMC1256735	No DOI
UBERON:0002439	myenteric plexus of Auerbach	myenteric plexus of Auerbach	ganglion	PMID: 24997029	DOI: 10.1007/978-1-4939-0897-4_3
UBERON:0007177	lamina propria	lamina propria	subepithelial membrane	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0007177	lamina propria	lamina propria	pericryptal fibroblastic sheath	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0007177	lamina propria	lamina propria	ganglion	PMID: 2618659 ; PMID: 12969318	DOI: 10.1111/j.1440-1827.1989.tb02421.x ; DOI: 10.1034/j.1600-065x.2003.00072.x
UBERON:0005304	submucosal plexus of Henle	submucosal plexus of Henle	ganglion	PMID: 2621148 PMCID: PMC1256735	No DOI
UBERON:0007177	lamina propria	lamina propria	subepithelial membrane	ISBN-13: 978-1496398949	No DOI
