row_number	s	slabel	user_slabel	o	olabel	user_olabel
12	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002378	muscle of abdomen	abdomen muscle
241	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008596	mentalis muscle	mentalis muscle
242	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001577	facial muscle	muscle of facial expression
243	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010953	nasalis muscle	nasalis muscle
244	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010953	nasalis muscle	nasalis muscle
245	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010953	nasalis muscle	nasalis muscle
252	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010933	orbicularis oris muscle	orbicularis oris muscle
253	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010933	orbicularis oris muscle	orbicularis oris muscle
254	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010933	orbicularis oris muscle	orbicularis oris muscle
255	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001577	facial muscle	muscle of facial expression
256	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008598	risorius muscle	risorius muscle
257	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008609	transversus menti muscle	transversus menti muscle
258	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008593	zygomaticus major muscle	zygomaticus major muscle
259	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008594	zygomaticus minor muscle	zygomaticus minor muscle
260	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003682	palatal muscle	palatal muscle
240	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001577	facial muscle	muscle of facial expression
261	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003682	palatal muscle	palatal muscle
263	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001574	palatoglossus muscle	palatoglossus muscle
264	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008586	tensor veli palatini	tensor veli palatini muscle
265	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001383	muscle of leg	leg muscle
266	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001383	muscle of leg	leg muscle
267	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001386	extensor digitorum longus	extensor digitorum longus muscle
270	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001385	tibialis anterior	tibalis anterior muscle
271	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001383	muscle of leg	leg muscle
273	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001369	iliacus muscle	iliacus muscle
279	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001379	vastus lateralis	vastus lateralis muscle
280	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001380	vastus medialis	vastus medialis muscle
281	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001383	muscle of leg	leg muscle
282	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0000372	extensor digitorum brevis pes	extensor digitorum brevis muscle
284	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002000	gluteal muscle	gluteal muscle
285	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001370	gluteus maximus	gluteus maximus muscle
262	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0010235	uvular muscle	musculus uvulae muscle
286	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002000	gluteal muscle	gluteal muscle
239	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001577	facial muscle	muscle of facial expression
237	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001577	facial muscle	muscle of facial expression
198	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001603	lateral rectus extra-ocular muscle	lateral rectus extra-ocular muscle
199	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001601	extra-ocular muscle	extra-ocular muscle
200	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001602	medial rectus extraocular muscle	medial rectus extraocular muscle
201	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0006321	superior oblique extraocular muscle	superior oblique extraocular muscle
202	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0006323	superior rectus extraocular muscle	superior rectus extraocular muscle
204	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle
205	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001571	genioglossus muscle	genioglossus muscle
206	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001572	hyoglossus muscle	hyoglossus muscle
209	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001575	extrinsic muscle of tongue	extrinsic tongue muscle
214	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001576	intrinsic muscle of tongue	intrinsic tongue muscle
215	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001576	intrinsic muscle of tongue	intrinsic tongue muscle
216	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008582	superior longitudinal muscle of tongue	superior longitudinal lingual muscle
217	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008583	transverse muscle of tongue	transverse muscle
218	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008584	vertical muscle of tongue	vertical muscle
238	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0008595	levator anguli oris	levator anguli oris muscle
219	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0003681	masticatory muscle	masticatory muscle
221	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0006719	lateral pterygoid muscle	lateral pterygoid muscle
222	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0006719	lateral pterygoid muscle	lateral pterygoid muscle
223	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001597	masseter muscle	masseter muscle
226	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0006718	medial pterygoid muscle	medial pterygoid muscle
227	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0001598	temporalis muscle	temporalis muscle
228	CL:0000188	cell of skeletal muscle	skeletal muscle cell	UBERON:0002376	cranial muscle	cranial muscle
