s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	533
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	749
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	214
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	320
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	1073
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	641
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	109
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	1179
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	965
CL:0000057	fibroblast	fibroblast	UBERON:0005742	adventitia	adventitia	1300
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	857
CL:0000057	fibroblast	fibroblast	UBERON:0005742	adventitia	adventitia	1240
CL:0000057	fibroblast	fibroblast	UBERON:0012375	subserosa	subserosa	425
CL:0000097	mast cell	mast cell	UBERON:0001961	mucosa-associated lymphoid tissue	dermal skin-associated lymphoid tissue	1318
CL:0000097	mast cell	mast cell	UBERON:0001961	mucosa-associated lymphoid tissue	subcutaneous skin-associated lymphoid tissue	1336
CL:0000148	melanocyte	melanocyte	UBERON:0001003	skin epidermis	epidermis	1310
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	1085
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	121
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	332
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	548
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	872
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	980
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	656
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	226
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	15
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	440
CL:0000165	neuroendocrine cell	neuroendocrine	UBERON:0011184	epithelium of crypt of Lieberkuhn	epithelium	764
CL:0000188	cell of skeletal muscle	skeletal muscle	UBERON:0001367	external anal sphincter	external anal sphincter	1352
CL:0000192	smooth muscle cell	smooth muscle	UBERON:0012419	taenia coli	tenia coli	434
