Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0009980	condyle of femur	Distal Femur	Deep Superficial		
UBERON:0009980	condyle of femur	Distal Femur	Rounded Chondrocytes		
UBERON:0009980	condyle of femur	Distal Femur	Prehypertrophic Chondrocytes		
UBERON:0001437	epiphysis	Epiphyseal Bone	Residual Hypertrophic Chondrocytes		
UBERON:0009980	condyle of femur	Distal Femur	Bone lIning Cells		
UBERON:0009980	condyle of femur	Distal Femur	Preosteoclasts		
UBERON:0007195	stroma of bone marrow	Bone Marrow Stroma	vascular endothelial cells		
UBERON:0009980	condyle of femur	Distal Femur	perivascular cells		
UBERON:0009980	condyle of femur	Distal Femur	sinusoidal cells		
UBERON:0006136	unmyelinated nerve fiber	unmyelinated nerve fiber	autonomic neuronal cells		
UBERON:0009980	condyle of femur	Distal Femur	Marrow Adipocytes		
