Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
Loop of Henle (Thin Limb)	descending thin limb of loop of Henle	UBERON:0001289	descending thin limb of loop of Henle 2		
Loop of Henle (Thin Limb)	descending thin limb of loop of Henle	UBERON:0001289	descending thin limb of loop of Henle 1	PMID: 31249312. PMCID: PMC6597610	DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1172/jci.insight.133267 ; DOI: 10.1152/ajprenal.2000.278.1.F52 ; DOI: 10.1681/ASN.2020010071
Loop of Henle (Thin Limb)	descending thin limb of loop of Henle	UBERON:0001289	descending thin limb of loop of Henle 2	PMID: 31689386	DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1016/j.devcel.2019.10.005 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1681/ASN.2020010071 ; DOI: 10.1152/ajprenal.2000.278.1.F52
Loop of Henle (Thin Limb)	descending thin limb of loop of Henle	UBERON:0001289	descending thin limb of loop of Henle 3	PMID: 31689386 ; https://pubmed.ncbi.nlm.nih.gov/10662724/	DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1016/j.devcel.2019.10.005 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1152/ajprenal.2000.278.2.F202 ; DOI: 10.1152/ajprenal.2000.278.1.F52 ; DOI: 10.1681/ASN.2020010071
Descending Vasa Recta	vasa recta descending limb	UBERON:0009202	Endothelium (non glomerular)	PMID: 31249312. PMCID: PMC6597610 ; DOI: 10.1101/2021.07.28.454201	DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1038/s41467-019-12872-5
Ascending Vasa Recta	vasa recta ascending limb	UBERON:0009091	Endothelium (non glomerular)	PMID: 31249312. PMCID: PMC6597610 ; DOI: 10.1101/2021.07.28.454201	DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1038/s41586-020-2941-1 ; DOI: 10.1038/s41467-019-12872-5
Interstitium	kidney interstitium	UBERON:0005215	Immune		
Interstitium	kidney interstitium	UBERON:0005215	Immune	PMID: 31249312. PMCID: PMC6597610	DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41586-020-2941-1 ; DOI: 10.1126/science.aat5031
Interstitium	kidney interstitium	UBERON:0005215	Immune		DOI: 10.1101/2021.07.28.454201 ; DOI: 10.3389/fimmu.2019.02035 ; DOI: 10.1126/science.aat5031 ; DOI: 10.1172/jci.insight.133267 ; DOI: 10.1126/science.aat5031
Interstitium	kidney interstitium	UBERON:0005215	Immune	PMID: 31249312. PMCID: PMC6597610	DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41586-020-2941-1 ; DOI: 10.1172/jci.insight.133267 ; DOI: 10.1126/science.aat5031
Interstitium	kidney interstitium	UBERON:0005215	Immune	PMID: 31249312. PMCID: PMC6597610 ; HuBMAP unpublished	DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41586-020-2941-1 ; DOI: 10.1172/jci.insight.133267
Interstitium	kidney interstitium	UBERON:0005215	Immune	PMID: 31249312. PMCID: PMC6597610	DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41586-020-2941-1 ; DOI: 10.1126/science.aat5031
Interstitium	kidney interstitium	UBERON:0005215	Immune		DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1084/jem.20030323 ; DOI: 10.1126/science.aat5031
Interstitium	kidney interstitium	UBERON:0005215	Immune		DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1038/s41467-019-10861-2
Interstitium	kidney interstitium	UBERON:0005215	Immune	PMID: 31249312. PMCID: PMC6597610	DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1172/jci.insight.133267
Interstitium	kidney interstitium	UBERON:0005215	Immune		DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41586-020-2941-1 ; DOI: 10.1172/jci.insight.133267 ; DOI: 10.1126/science.aat5031
Interstitium	kidney interstitium	UBERON:0005215	Immune		DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1016/j.exphem.2016.10.008 ; DOI: 10.1038/s41586-020-2941-1 ; DOI: 10.1172/jci.insight.133267 ; DOI: 10.1126/science.aat5031
Interstitium	kidney interstitium	UBERON:0005215	Immune		DOI: 10.1101/2021.07.28.454201 ; DOI: 10.1038/s41467-019-10861-2 ; DOI: 10.1038/s41586-020-2941-1 ; DOI: 10.1172/jci.insight.133267
Papillary Tip	tip of renal papilla	UBERON:0009095	Papillary Tip Epithelium		
